t,active_cpu_fog,fog_capacity,pressure,predicted_pressure,prediction_uncertainty,tasks_placed_fog,tasks_placed_cloud,arrivals,scale_decision,scale_up_total,scale_down_total,energy_joules_cumul,energy_tick,offload_ratio,active_fog_nodes,overloaded,fog_f0_p,fog_f0_load,fog_f0_power,fog_f0_active,fog_f1_p,fog_f1_load,fog_f1_power,fog_f1_active,fog_f2_p,fog_f2_load,fog_f2_power,fog_f2_active,fog_f3_p,fog_f3_load,fog_f3_power,fog_f3_active,fog_f4_p,fog_f4_load,fog_f4_power,fog_f4_active,cloud_c0_load,cloud_c1_load
22,147.66666666666666,235.0,0.628368794326241,0.284806160995005,0.16860891561087163,1,1,2,none,0,0,5066.010101010101,255.64646464646466,0.5,3,0,0.9606060606060606,105.66666666666666,174.0909090909091,1,0.5666666666666667,28.333333333333332,43.33333333333333,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.1822222222222222,13.666666666666664,38.22222222222222,1,81.0,100.0
23,51.999999999999986,185.0,0.281081081081081,0.284806160995005,0.16860891561087163,0,0,0,down,0,1,5186.545454545454,120.53535353535352,0.0,2,0,0.36060606060606054,39.66666666666666,84.09090909090908,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.1644444444444444,12.33333333333333,36.44444444444444,1,81.0,100.0
24,70.66666666666667,185.0,0.381981981981982,0.284806160995005,0.16860891561087163,4,0,4,none,0,1,5332.030303030302,145.4848484848485,0.0,2,0,0.37878787878787884,41.66666666666667,86.81818181818183,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.3866666666666666,28.999999999999996,58.66666666666666,1,0.0,0.0
25,105.33333333333334,185.0,0.5693693693693694,0.3020125151967788,0.1756369073162537,3,0,3,none,0,1,5524.939393939393,192.90909090909093,0.0,2,0,0.7393939393939395,81.33333333333334,140.90909090909093,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.31999999999999995,23.999999999999996,52.0,1,0.0,0.0
26,108.33333333333334,185.0,0.5855855855855856,0.3020125151967788,0.1756369073162537,1,0,1,none,0,1,5721.848484848484,196.90909090909093,0.0,2,0,0.7393939393939395,81.33333333333334,140.90909090909093,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.35999999999999993,26.999999999999996,55.99999999999999,1,0.0,0.0
27,106.0,185.0,0.572972972972973,0.3020125151967788,0.1756369073162537,7,0,7,none,0,1,5915.232323232322,193.3838383838384,0.0,2,0,0.6151515151515152,67.66666666666667,122.27272727272728,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5111111111111111,38.33333333333333,71.11111111111111,1,0.0,0.0
28,121.33333333333333,185.0,0.6558558558558558,0.3020125151967788,0.1756369073162537,3,0,3,none,0,1,6129.70707070707,214.4747474747475,0.0,2,0,0.8090909090909091,89.0,151.36363636363637,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.43111111111111106,32.33333333333333,63.11111111111111,1,0.0,0.0
29,93.33333333333333,185.0,0.5045045045045045,0.3020125151967788,0.1756369073162537,0,0,0,none,0,1,6306.090909090908,176.38383838383837,0.0,2,0,0.5818181818181818,64.0,117.27272727272727,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.391111111111111,29.33333333333333,59.1111111111111,1,0.0,0.0
30,62.33333333333333,185.0,0.33693693693693694,0.3089490504280836,0.17873537146921484,3,0,3,none,0,1,6440.292929292928,134.2020202020202,0.0,2,0,0.32727272727272727,36.0,79.0909090909091,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.35111111111111104,26.33333333333333,55.11111111111111,1,0.0,0.0
31,73.66666666666666,185.0,0.39819819819819813,0.3089490504280836,0.17873537146921484,1,1,2,none,0,1,6590.030303030302,149.73737373737373,0.5,2,0,0.45454545454545453,50.0,98.18181818181817,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.3155555555555555,23.66666666666666,51.55555555555554,1,0.0,100.0
32,48.66666666666666,185.0,0.263063063063063,0.3089490504280836,0.17873537146921484,0,0,0,none,0,1,6705.676767676767,115.64646464646464,0.0,2,0,0.22727272727272727,25.0,64.0909090909091,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.3155555555555555,23.66666666666666,51.55555555555554,1,0.0,100.0
33,107.33333333333333,185.0,0.5801801801801801,0.3089490504280836,0.17873537146921484,3,0,3,none,0,1,6901.242424242423,195.56565656565655,0.0,2,0,0.7363636363636363,81.0,140.45454545454544,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.3511111111111111,26.333333333333332,55.11111111111111,1,0.0,0.0
34,110.33333333333333,185.0,0.5963963963963964,0.3089490504280836,0.17873537146921484,1,0,1,none,0,1,7100.8080808080795,199.56565656565655,0.0,2,0,0.7363636363636363,81.0,140.45454545454544,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.3911111111111111,29.333333333333332,59.11111111111111,1,0.0,0.0
35,166.0,185.0,0.8972972972972973,0.31194246304454065,0.18213907678166927,4,1,5,none,0,1,7375.393939393938,274.58585858585855,0.2,2,0,0.9757575757575757,107.33333333333333,176.36363636363635,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7822222222222223,58.66666666666667,98.22222222222223,1,51.333333333333336,0.0
36,136.33333333333331,185.0,0.7369369369369368,0.31194246304454065,0.18213907678166927,5,1,6,none,0,1,7609.525252525251,234.1313131313131,0.16666666666666666,2,0,0.7060606060606059,77.66666666666666,135.90909090909088,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7822222222222223,58.66666666666667,98.22222222222223,1,117.33333333333334,0.0
37,115.66666666666666,185.0,0.6252252252252252,0.31194246304454065,0.18213907678166927,2,0,2,none,0,1,7815.606060606059,206.08080808080808,0.0,2,0,0.5575757575757575,61.33333333333332,113.63636363636363,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7244444444444444,54.333333333333336,92.44444444444444,1,117.33333333333334,0.0
38,66.99999999999999,185.0,0.36216216216216207,0.31194246304454065,0.18213907678166927,1,0,1,none,0,1,7956.797979797979,141.19191919191917,0.0,2,0,0.5575757575757575,61.33333333333332,113.63636363636363,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.07555555555555556,5.666666666666667,27.555555555555557,1,66.0,0.0
