t,active_cpu_fog,fog_capacity,pressure,predicted_pressure,prediction_uncertainty,tasks_placed_fog,tasks_placed_cloud,arrivals,scale_decision,scale_up_total,scale_down_total,energy_joules_cumul,energy_tick,offload_ratio,active_fog_nodes,overloaded,fog_f0_p,fog_f0_load,fog_f0_power,fog_f0_active,fog_f1_p,fog_f1_load,fog_f1_power,fog_f1_active,fog_f2_p,fog_f2_load,fog_f2_power,fog_f2_active,fog_f3_p,fog_f3_load,fog_f3_power,fog_f3_active,fog_f4_p,fog_f4_load,fog_f4_power,fog_f4_active,cloud_c0_load,cloud_c1_load
134,188.33333333333334,235.0,0.8014184397163121,0.5107199468638715,0.18791803743485821,6,4,10,none,0,0,41174.161616161626,308.27272727272725,0.4,3,0,0.8818181818181818,97.0,162.27272727272728,1,0.646666666666667,32.33333333333335,47.33333333333335,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7866666666666666,59.0,98.66666666666666,1,319.6666666666668,172.00000000000009
135,185.33333333333337,235.0,0.7886524822695037,0.5200565585152715,0.16155897828316246,5,2,7,none,0,0,41476.949494949506,302.7878787878788,0.2857142857142857,3,0,0.8696969696969697,95.66666666666667,160.45454545454547,1,0.7333333333333337,36.666666666666686,51.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7066666666666667,53.0,90.66666666666667,1,175.00000000000014,106.00000000000009
136,199.00000000000003,235.0,0.846808510638298,0.5200565585152715,0.16155897828316246,7,5,12,none,0,0,41798.01010101011,321.06060606060606,0.4166666666666667,3,0,0.8848484848484849,97.33333333333334,162.72727272727272,1,0.7333333333333337,36.666666666666686,51.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8666666666666667,65.0,106.66666666666667,1,320.0000000000001,221.00000000000009
137,204.00000000000003,235.0,0.8680851063829789,0.5200565585152715,0.16155897828316246,4,0,4,none,0,0,42121.97979797981,323.969696969697,0.0,3,0,0.7575757575757577,83.33333333333334,143.63636363636365,1,0.9333333333333337,46.666666666666686,61.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9866666666666667,74.0,118.66666666666667,1,262.3333333333334,140.00000000000009
138,219.00000000000003,235.0,0.9319148936170214,0.5200565585152715,0.16155897828316246,3,4,7,none,0,0,42467.15151515153,345.1717171717172,0.5714285714285714,3,0,0.984848484848485,108.33333333333334,177.72727272727275,1,0.906666666666667,45.33333333333335,60.33333333333335,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8711111111111111,65.33333333333333,107.1111111111111,1,36.00000000000006,133.00000000000009
139,186.33333333333337,235.0,0.7929078014184399,0.5200565585152715,0.16155897828316246,5,1,6,none,0,0,42768.22222222223,301.0707070707071,0.16666666666666666,3,0,0.8212121212121213,90.33333333333334,153.1818181818182,1,0.906666666666667,45.33333333333335,60.33333333333335,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6755555555555556,50.666666666666664,87.55555555555556,1,36.00000000000006,143.00000000000009
140,162.00000000000003,235.0,0.6893617021276597,0.5251318482062878,0.1582471931612426,8,3,11,none,0,0,43038.959595959604,270.7373737373738,0.2727272727272727,3,0,0.6878787878787879,75.66666666666667,133.1818181818182,1,0.7533333333333337,37.666666666666686,52.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6488888888888888,48.666666666666664,84.88888888888889,1,192.00000000000006,238.00000000000009
141,218.33333333333337,235.0,0.9290780141843973,0.5251318482062878,0.1582471931612426,9,3,12,none,0,0,43383.42424242425,344.4646464646465,0.25,3,0,0.9727272727272729,107.00000000000001,175.90909090909093,1,0.8933333333333338,44.666666666666686,59.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8888888888888887,66.66666666666666,108.88888888888887,1,184.3333333333334,271.3333333333334
142,201.33333333333334,235.0,0.8567375886524823,0.5251318482062878,0.1582471931612426,4,3,7,none,0,0,43707.909090909096,324.4848484848485,0.42857142857142855,3,0,0.9454545454545455,104.00000000000001,171.81818181818184,1,0.726666666666667,36.33333333333335,51.33333333333335,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8133333333333331,60.999999999999986,101.33333333333331,1,209.3333333333334,250.33333333333343
143,175.33333333333337,235.0,0.746099290780142,0.5251318482062878,0.1582471931612426,5,0,5,none,0,0,43998.68686868688,290.7777777777778,0.0,3,0,0.8000000000000003,88.00000000000003,150.00000000000006,1,0.6400000000000002,32.000000000000014,47.000000000000014,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7377777777777776,55.33333333333332,93.77777777777777,1,53.3333333333334,150.33333333333343
144,153.66666666666669,235.0,0.6539007092198582,0.5251318482062878,0.1582471931612426,6,1,7,none,0,0,44265.070707070714,266.3838383838384,0.14285714285714285,3,0,0.8818181818181821,97.00000000000003,162.2727272727273,1,0.38666666666666694,19.333333333333346,34.33333333333334,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.4977777777777776,37.33333333333332,69.77777777777776,1,7.105427357601002e-14,150.33333333333343
145,162.33333333333337,235.0,0.6907801418439717,0.5236688040941305,0.16295840412385681,3,4,7,none,0,0,44543.010101010106,277.939393939394,0.5714285714285714,3,0,0.8818181818181821,97.00000000000003,162.2727272727273,1,0.38666666666666694,19.333333333333346,34.33333333333334,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6133333333333332,45.999999999999986,81.33333333333331,1,321.00000000000006,171.33333333333343
146,178.00000000000003,235.0,0.7574468085106384,0.5236688040941305,0.16295840412385681,6,1,7,none,0,0,44837.494949494954,294.4848484848485,0.14285714285714285,3,0,0.8454545454545457,93.00000000000003,156.81818181818187,1,0.6400000000000002,32.000000000000014,47.000000000000014,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7066666666666664,52.999999999999986,90.66666666666664,1,321.00000000000006,196.33333333333343
147,207.00000000000003,235.0,0.8808510638297874,0.5236688040941305,0.16295840412385681,7,4,11,none,0,0,45165.21212121213,327.7171717171717,0.36363636363636365,3,0,0.8818181818181821,97.00000000000003,162.2727272727273,1,0.9733333333333337,48.666666666666686,63.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8177777777777775,61.333333333333314,101.77777777777774,1,222.3333333333334,164.66666666666674
148,231.66666666666669,235.0,0.9858156028368795,0.5236688040941305,0.16295840412385681,5,7,12,none,0,0,45526.15151515152,360.939393939394,0.5833333333333334,3,0,0.981818181818182,108.00000000000003,177.2727272727273,1,0.9733333333333337,48.666666666666686,63.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9999999999999998,74.99999999999999,119.99999999999997,1,239.00000000000009,310.33333333333337
149,215.00000000000003,235.0,0.9148936170212767,0.5236688040941305,0.16295840412385681,4,5,9,none,0,0,45868.20202020202,342.0505050505051,0.5555555555555556,3,0,0.981818181818182,108.00000000000003,177.2727272727273,1,0.7733333333333338,38.666666666666686,53.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9111111111111109,68.33333333333331,111.11111111111109,1,338.0000000000001,353.6666666666667
150,202.00000000000003,235.0,0.8595744680851065,0.535420309116246,0.15024502903206152,12,5,17,none,0,0,46192.131313131315,323.92929292929296,0.29411764705882354,3,0,0.9121212121212123,100.33333333333336,166.81818181818184,1,0.8066666666666671,40.33333333333336,55.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8177777777777775,61.333333333333314,101.77777777777774,1,441.66666666666674,395.0
151,214.66666666666669,235.0,0.9134751773049646,0.535420309116246,0.15024502903206152,6,3,9,none,0,0,46530.82828282828,338.69696969696975,0.3333333333333333,3,0,0.9757575757575759,107.33333333333336,176.3636363636364,1,0.9466666666666671,47.33333333333336,62.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7999999999999998,59.999999999999986,99.99999999999999,1,362.00000000000006,430.3333333333333
152,218.33333333333337,235.0,0.9290780141843973,0.535420309116246,0.15024502903206152,4,5,9,none,0,0,46874.41414141414,343.5858585858586,0.5555555555555556,3,0,0.9757575757575759,107.33333333333336,176.3636363636364,1,0.9466666666666671,47.33333333333336,62.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8488888888888887,63.66666666666665,104.88888888888887,1,113.66666666666673,326.66666666666663
153,185.66666666666669,235.0,0.7900709219858156,0.535420309116246,0.15024502903206152,5,3,8,none,0,0,47177.42424242424,303.01010101010104,0.375,3,0,0.8696969696969699,95.66666666666669,160.45454545454547,1,0.7466666666666671,37.33333333333336,52.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.702222222222222,52.66666666666665,90.2222222222222,1,294.66666666666674,285.3333333333333
154,182.33333333333334,235.0,0.775886524822695,0.535420309116246,0.15024502903206152,7,3,10,none,0,0,47477.89898989899,300.47474747474746,0.3,3,0,0.9090909090909092,100.00000000000001,166.36363636363637,1,0.6400000000000005,32.00000000000002,47.00000000000002,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6711111111111109,50.333333333333314,87.11111111111109,1,462.66666666666674,157.0
155,173.33333333333334,235.0,0.7375886524822696,0.5421382358373145,0.14625959140151729,6,2,8,none,0,0,47766.70707070707,288.80808080808083,0.25,3,0,0.8757575757575758,96.33333333333334,161.36363636363637,1,0.6133333333333337,30.66666666666669,45.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6177777777777775,46.333333333333314,81.77777777777776,1,367.00000000000006,157.0
156,110.66666666666669,235.0,0.4709219858156029,0.5421382358373145,0.14625959140151729,2,0,2,none,0,0,47973.99999999999,207.2929292929293,0.0,3,0,0.5212121212121213,57.33333333333334,108.1818181818182,1,0.42000000000000043,21.00000000000002,36.00000000000002,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.43111111111111083,32.333333333333314,63.111111111111086,1,166.00000000000006,117.33333333333334
157,157.66666666666669,235.0,0.6709219858156029,0.5421382358373145,0.14625959140151729,6,2,8,none,0,0,48242.38383838383,268.3838383838384,0.25,3,0,0.7484848484848485,82.33333333333334,142.27272727272728,1,0.5600000000000004,28.00000000000002,43.000000000000014,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6311111111111108,47.333333333333314,83.11111111111109,1,159.6666666666667,66.0
158,210.0,235.0,0.8936170212765957,0.5421382358373145,0.14625959140151729,12,7,19,none,0,0,48577.050505050494,334.6666666666667,0.3684210526315789,3,0,0.9333333333333335,102.66666666666669,170.00000000000003,1,0.8066666666666671,40.33333333333336,55.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.893333333333333,66.99999999999997,109.3333333333333,1,317.00000000000006,265.3333333333333
159,185.66666666666669,235.0,0.7900709219858156,0.5421382358373145,0.14625959140151729,4,2,6,none,0,0,48878.575757575745,301.52525252525254,0.3333333333333333,3,0,0.7242424242424245,79.66666666666669,138.63636363636368,1,0.8066666666666671,40.33333333333336,55.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8755555555555552,65.66666666666664,107.55555555555551,1,287.00000000000006,385.3333333333333
160,165.0,235.0,0.7021276595744681,0.5280752572633276,0.1404113760742665,8,1,9,none,0,0,49157.75757575756,279.1818181818182,0.1111111111111111,3,0,0.7878787878787881,86.66666666666669,148.18181818181822,1,0.5066666666666672,25.333333333333357,40.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7066666666666663,52.99999999999997,90.66666666666663,1,222.3333333333334,355.3333333333333
161,98.33333333333334,235.0,0.4184397163120568,0.5280752572633276,0.1404113760742665,3,3,6,none,0,0,49350.62626262625,192.86868686868686,0.5,3,0,0.46060606060606074,50.66666666666668,99.09090909090911,1,0.2866666666666671,14.333333333333357,29.333333333333357,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.444444444444444,33.3333333333333,64.4444444444444,1,190.00000000000006,276.0
162,93.0,235.0,0.39574468085106385,0.5280752572633276,0.1404113760742665,2,1,3,none,0,0,49536.74747474746,186.12121212121212,0.3333333333333333,3,0,0.43636363636363645,48.00000000000001,95.45454545454547,1,0.26000000000000045,13.000000000000023,28.00000000000002,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.42666666666666625,31.999999999999968,62.66666666666662,1,100.00000000000006,376.0
163,145.66666666666666,235.0,0.6198581560283688,0.5280752572633276,0.1404113760742665,9,0,9,none,0,0,49791.91919191918,255.17171717171715,0.0,3,0,0.6515151515151516,71.66666666666667,127.72727272727273,1,0.3733333333333338,18.66666666666669,33.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7377777777777773,55.3333333333333,93.77777777777773,1,5.684341886080802e-14,166.0
164,193.33333333333331,235.0,0.8226950354609929,0.5280752572633276,0.1404113760742665,8,1,9,none,0,0,50107.40404040403,315.4848484848485,0.1111111111111111,3,0,0.9787878787878789,107.66666666666667,176.81818181818184,1,0.6333333333333339,31.666666666666693,46.66666666666669,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7199999999999995,53.999999999999964,91.99999999999996,1,5.684341886080802e-14,66.0
165,201.0,235.0,0.8553191489361702,0.5080865792421927,0.154496287414223,8,5,13,none,0,0,50431.51515151514,324.1111111111111,0.38461538461538464,3,0,0.9333333333333333,102.66666666666667,170.0,1,0.7200000000000005,36.00000000000003,51.00000000000003,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8311111111111107,62.3333333333333,103.11111111111107,1,125.00000000000006,250.66666666666666
166,214.33333333333331,235.0,0.9120567375886524,0.5080865792421927,0.154496287414223,6,1,7,none,0,0,50773.787878787865,342.27272727272725,0.14285714285714285,3,0,0.9818181818181818,108.0,177.27272727272728,1,0.7066666666666671,35.33333333333336,50.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9466666666666663,70.99999999999997,114.66666666666663,1,164.6666666666667,250.66666666666666
167,205.33333333333331,235.0,0.8737588652482269,0.5080865792421927,0.154496287414223,5,2,7,none,0,0,51101.41414141413,327.6262626262626,0.2857142857142857,3,0,0.8545454545454545,94.0,158.1818181818182,1,0.8400000000000004,42.00000000000002,57.00000000000002,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.924444444444444,69.3333333333333,112.4444444444444,1,120.66666666666671,91.0
168,216.66666666666666,235.0,0.9219858156028369,0.5080865792421927,0.154496287414223,10,3,13,none,0,0,51445.0909090909,343.67676767676767,0.23076923076923078,3,0,0.9696969696969697,106.66666666666667,175.45454545454547,1,0.8066666666666671,40.33333333333336,55.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9288888888888884,69.66666666666663,112.88888888888884,1,265.66666666666674,91.0
169,210.33333333333331,235.0,0.8950354609929078,0.5080865792421927,0.154496287414223,5,6,11,none,0,0,51778.98989898989,333.89898989898984,0.5454545454545454,3,0,0.8696969696969697,95.66666666666667,160.45454545454547,1,0.8666666666666671,43.33333333333336,58.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9511111111111105,71.33333333333329,115.11111111111104,1,346.66666666666674,257.3333333333333
170,199.99999999999997,235.0,0.8510638297872339,0.49680224150478064,0.14200859637326743,8,7,15,none,0,0,52102.313131313116,323.3232323232323,0.4666666666666667,3,0,0.8636363636363636,95.0,159.54545454545456,1,0.6733333333333337,33.666666666666686,48.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9511111111111105,71.33333333333329,115.11111111111104,1,481.66666666666674,349.0
171,203.66666666666663,235.0,0.8666666666666665,0.49680224150478064,0.14200859637326743,6,5,11,none,0,0,52430.81818181817,328.50505050505046,0.45454545454545453,3,0,0.9515151515151514,104.66666666666666,172.72727272727272,1,0.6733333333333337,33.666666666666686,48.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8711111111111105,65.33333333333329,107.11111111111106,1,653.6666666666667,494.33333333333337
172,164.66666666666663,235.0,0.7007092198581558,0.49680224150478064,0.14200859637326743,5,3,8,none,0,0,52709.63636363635,278.81818181818176,0.375,3,0,0.8121212121212121,89.33333333333333,151.8181818181818,1,0.506666666666667,25.333333333333353,40.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6666666666666661,49.99999999999996,86.6666666666666,1,484.33333333333337,384.0
173,165.33333333333331,235.0,0.70354609929078,0.49680224150478064,0.14200859637326743,6,0,6,none,0,0,52987.58585858585,277.9494949494949,0.0,3,0,0.8181818181818182,90.0,152.72727272727275,1,0.6133333333333337,30.666666666666686,45.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5955555555555551,44.66666666666663,79.55555555555551,1,198.33333333333337,246.0
174,149.99999999999997,235.0,0.6382978723404255,0.49680224150478064,0.14200859637326743,3,2,5,none,0,0,53245.59595959595,258.0101010101009,0.4,3,0,0.703030303030303,77.33333333333333,135.45454545454544,1,0.5600000000000004,28.000000000000018,43.000000000000014,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5955555555555551,44.66666666666663,79.55555555555551,1,171.33333333333337,256.0
175,160.66666666666663,235.0,0.6836879432624112,0.4942585104441186,0.13945805018183366,2,1,3,none,0,0,53522.32323232322,276.7272727272727,0.3333333333333333,3,0,0.9515151515151514,104.66666666666666,172.72727272727272,1,0.34000000000000036,17.000000000000018,32.000000000000014,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5199999999999996,38.999999999999964,71.99999999999996,1,159.66666666666669,100.0
176,98.66666666666667,235.0,0.4198581560283688,0.4942585104441186,0.13945805018183366,5,0,5,none,0,0,53709.96969696969,187.64646464646466,0.0,3,0,0.4606060606060605,50.66666666666666,99.09090909090908,1,0.626666666666667,31.33333333333335,46.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.22222222222222218,16.666666666666664,42.222222222222214,1,39.666666666666686,0.0
177,215.33333333333334,235.0,0.9163120567375886,0.4942585104441186,0.13945805018183366,12,1,13,none,0,0,54050.828282828275,340.8585858585858,0.07692307692307693,3,0,0.9909090909090907,108.99999999999999,178.6363636363636,1,0.8733333333333337,43.666666666666686,58.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8355555555555555,62.666666666666664,103.55555555555554,1,39.666666666666686,66.0
178,201.66666666666666,235.0,0.8581560283687942,0.4942585104441186,0.13945805018183366,2,2,4,none,0,0,54374.141414141406,323.3131313131313,0.5,3,0,0.8939393939393938,98.33333333333331,164.09090909090907,1,0.8133333333333337,40.666666666666686,55.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8355555555555555,62.666666666666664,103.55555555555554,1,28.333333333333353,166.0
179,190.33333333333331,235.0,0.8099290780141843,0.4942585104441186,0.13945805018183366,6,5,11,none,0,0,54688.45454545454,314.3131313131313,0.45454545454545453,3,0,0.8939393939393938,98.33333333333331,164.09090909090907,1,0.44666666666666704,22.333333333333353,37.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9288888888888888,69.66666666666666,112.88888888888887,1,268.33333333333337,405.6666666666667
180,153.66666666666666,235.0,0.6539007092198581,0.4906097840430955,0.14174641529537022,5,1,6,none,0,0,54954.939393939385,266.48484848484844,0.16666666666666666,3,0,0.8121212121212119,89.33333333333331,151.81818181818178,1,0.3666666666666671,18.333333333333353,33.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6133333333333332,45.999999999999986,81.33333333333331,1,268.33333333333337,279.33333333333337
181,122.0,235.0,0.5191489361702127,0.4906097840430955,0.14174641529537022,1,0,1,none,0,0,55178.727272727265,223.78787878787878,0.0,3,0,0.5363636363636363,58.999999999999986,110.45454545454544,1,0.3400000000000004,17.00000000000002,32.00000000000002,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6133333333333332,45.999999999999986,81.33333333333331,1,0.0,79.33333333333337
182,153.66666666666666,235.0,0.6539007092198581,0.4906097840430955,0.14174641529537022,4,3,7,none,0,0,55444.81818181818,266.0909090909091,0.42857142857142855,3,0,0.7939393939393937,87.33333333333331,149.09090909090907,1,0.38666666666666705,19.333333333333353,34.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6266666666666665,46.999999999999986,82.66666666666666,1,100.0,171.6666666666667
183,120.99999999999997,235.0,0.5148936170212765,0.4906097840430955,0.14174641529537022,5,0,5,none,0,0,55668.404040404035,223.58585858585855,0.0,3,0,0.7090909090909089,77.99999999999997,136.36363636363632,1,0.3066666666666671,15.333333333333353,30.333333333333353,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.3688888888888887,27.666666666666654,56.88888888888887,1,100.0,132.00000000000006
184,204.0,235.0,0.8680851063829788,0.4906097840430955,0.14174641529537022,6,3,9,none,0,0,55996.0202020202,327.6161616161616,0.3333333333333333,3,0,0.9515151515151513,104.66666666666664,172.7272727272727,1,0.7533333333333337,37.666666666666686,52.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8222222222222221,61.66666666666666,102.22222222222221,1,36.0,232.00000000000006
185,170.66666666666666,235.0,0.726241134751773,0.48134696057152726,0.13979156172385915,6,3,9,none,0,0,56281.65656565656,285.6363636363636,0.3333333333333333,3,0,0.8575757575757574,94.33333333333331,158.63636363636363,1,0.586666666666667,29.33333333333335,44.33333333333335,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6266666666666666,46.99999999999999,82.66666666666666,1,64.33333333333333,228.3333333333334
186,178.0,235.0,0.7574468085106383,0.48134696057152726,0.13979156172385915,4,3,7,none,0,0,56577.737373737364,296.0808080808081,0.42857142857142855,3,0,0.8909090909090908,97.99999999999999,163.63636363636363,1,0.5533333333333337,27.666666666666682,42.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6977777777777777,52.33333333333333,89.77777777777777,1,215.66666666666666,179.66666666666674
187,191.66666666666666,235.0,0.8156028368794326,0.48134696057152726,0.13979156172385915,8,1,9,none,0,0,56888.28282828282,310.5454545454545,0.1111111111111111,3,0,0.8636363636363635,94.99999999999999,159.54545454545453,1,0.7733333333333338,38.666666666666686,53.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7733333333333332,57.99999999999999,97.33333333333331,1,245.66666666666666,79.66666666666674
188,198.33333333333334,235.0,0.8439716312056738,0.48134696057152726,0.13979156172385915,4,3,7,none,0,0,57208.0606060606,319.77777777777777,0.42857142857142855,3,0,0.9666666666666667,106.33333333333333,175.0,1,0.7733333333333338,38.666666666666686,53.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.711111111111111,53.33333333333333,91.1111111111111,1,183.33333333333331,166.33333333333343
189,201.00000000000003,235.0,0.8553191489361703,0.48134696057152726,0.13979156172385915,10,3,13,none,0,0,57532.27272727272,324.21212121212125,0.23076923076923078,3,0,0.9636363636363636,106.0,174.54545454545453,1,0.7200000000000004,36.00000000000002,51.00000000000002,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7866666666666666,59.0,98.66666666666666,1,149.99999999999997,325.0000000000001
190,220.00000000000003,235.0,0.9361702127659576,0.4780593496680528,0.1322586541734076,6,5,11,none,0,0,57879.040404040396,346.7676767676768,0.45454545454545453,3,0,0.9636363636363636,106.0,174.54545454545453,1,0.8866666666666672,44.33333333333336,59.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.928888888888889,69.66666666666667,112.8888888888889,1,261.0,391.0000000000001
191,179.66666666666669,235.0,0.7645390070921987,0.4780593496680528,0.1322586541734076,5,2,7,none,0,0,58172.74747474747,293.7070707070707,0.2857142857142857,3,0,0.6454545454545453,70.99999999999999,126.8181818181818,1,0.7800000000000005,39.00000000000002,54.00000000000002,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.928888888888889,69.66666666666667,112.8888888888889,1,315.0,232.33333333333346
192,202.66666666666669,235.0,0.8624113475177306,0.4780593496680528,0.1322586541734076,7,3,10,none,0,0,58496.34343434343,323.5959595959596,0.3,3,0,0.9454545454545452,103.99999999999997,171.81818181818178,1,0.8866666666666672,44.33333333333336,59.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7244444444444446,54.33333333333334,92.44444444444446,1,417.0,242.33333333333346
193,195.0,235.0,0.8297872340425532,0.4780593496680528,0.1322586541734076,4,3,7,none,0,0,58813.17171717171,316.82828282828285,0.42857142857142855,3,0,0.8818181818181816,96.99999999999997,162.27272727272725,1,0.6666666666666672,33.33333333333336,48.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8622222222222224,64.66666666666669,106.22222222222224,1,340.0,331.3333333333335
194,219.0,235.0,0.9319148936170213,0.4780593496680528,0.1322586541734076,4,6,10,none,0,0,59158.24242424242,345.07070707070704,0.6,3,0,0.9878787878787876,108.66666666666663,178.18181818181813,1,0.9133333333333339,45.66666666666669,60.66666666666669,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8622222222222224,64.66666666666669,106.22222222222224,1,262.33333333333337,364.3333333333334
195,191.66666666666666,235.0,0.8156028368794326,0.47940440130473555,0.1305481275537319,4,3,7,none,0,0,59470.040404040396,311.79797979797974,0.42857142857142855,3,0,0.8393939393939389,92.33333333333329,155.90909090909082,1,0.6933333333333338,34.66666666666669,49.66666666666669,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8622222222222224,64.66666666666669,106.22222222222224,1,232.33333333333337,463.3333333333334
196,174.33333333333331,235.0,0.7418439716312056,0.47940440130473555,0.1305481275537319,7,0,7,none,0,0,59760.34343434343,290.3030303030303,0.0,3,0,0.8909090909090904,97.99999999999994,163.63636363636357,1,0.6066666666666672,30.33333333333336,45.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6133333333333336,46.00000000000002,81.33333333333337,1,207.33333333333337,283.3333333333334
197,154.66666666666666,235.0,0.6581560283687943,0.47940440130473555,0.1305481275537319,6,2,8,none,0,0,60022.828282828275,262.4848484848485,0.25,3,0,0.7121212121212117,78.33333333333329,136.81818181818176,1,0.6666666666666672,33.33333333333336,48.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5733333333333336,43.00000000000002,77.33333333333336,1,231.33333333333337,99.00000000000009
198,201.0,235.0,0.8553191489361702,0.47940440130473555,0.1305481275537319,7,0,7,none,0,0,60347.63636363635,324.8080808080808,0.0,3,0,0.8757575757575753,96.33333333333329,161.3636363636363,1,0.6666666666666672,33.33333333333336,48.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9511111111111115,71.33333333333336,115.11111111111114,1,141.33333333333337,8.526512829121202e-14
199,206.0,235.0,0.8765957446808511,0.47940440130473555,0.1305481275537319,4,5,9,none,0,0,60679.48484848484,331.8484848484848,0.5555555555555556,3,0,0.9878787878787874,108.66666666666661,178.1818181818181,1,0.6666666666666672,33.33333333333336,48.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8533333333333337,64.00000000000003,105.33333333333337,1,210.6666666666667,228.00000000000009
