t,active_cpu_fog,fog_capacity,pressure,predicted_pressure,prediction_uncertainty,tasks_placed_fog,tasks_placed_cloud,arrivals,scale_decision,scale_up_total,scale_down_total,energy_joules_cumul,energy_tick,offload_ratio,active_fog_nodes,overloaded,fog_f0_p,fog_f0_load,fog_f0_power,fog_f0_active,fog_f1_p,fog_f1_load,fog_f1_power,fog_f1_active,fog_f2_p,fog_f2_load,fog_f2_power,fog_f2_active,fog_f3_p,fog_f3_load,fog_f3_power,fog_f3_active,fog_f4_p,fog_f4_load,fog_f4_power,fog_f4_active,cloud_c0_load,cloud_c1_load
67,189.00000000000003,235.0,0.8042553191489363,0.5031281235266575,0.14632799618810424,3,2,5,none,0,0,20363.19191919193,309.8888888888889,0.4,3,0,0.9333333333333335,102.66666666666669,170.00000000000003,1,0.6133333333333333,30.666666666666664,45.666666666666664,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7422222222222224,55.666666666666686,94.22222222222224,1,194.33333333333337,226.00000000000006
68,219.33333333333337,235.0,0.9333333333333335,0.5031281235266575,0.14632799618810424,7,5,12,none,0,0,20707.52525252526,344.33333333333337,0.4166666666666667,3,0,0.9333333333333335,102.66666666666669,170.00000000000003,1,0.9733333333333333,48.666666666666664,63.666666666666664,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9066666666666668,68.00000000000001,110.66666666666669,1,314.66666666666674,241.3333333333334
69,218.00000000000006,235.0,0.9276595744680853,0.5031281235266575,0.14632799618810424,5,5,10,none,0,0,21051.9292929293,344.4040404040405,0.5,3,0,0.9212121212121215,101.33333333333336,168.18181818181822,1,0.86,43.0,58.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9822222222222224,73.66666666666669,118.22222222222224,1,277.66666666666674,125.66666666666673
70,170.00000000000006,235.0,0.7234042553191492,0.5166004077071994,0.14209107704676832,6,2,8,none,0,0,21336.393939393947,284.46464646464653,0.25,3,0,0.7393939393939396,81.33333333333336,140.90909090909093,1,0.58,29.0,44.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7955555555555558,59.666666666666686,99.55555555555559,1,329.00000000000006,86.66666666666673
71,206.66666666666669,235.0,0.8794326241134752,0.5166004077071994,0.14209107704676832,6,2,8,none,0,0,21666.888888888898,330.49494949494954,0.25,3,0,0.9151515151515153,100.66666666666669,167.27272727272728,1,0.7866666666666666,39.33333333333333,54.33333333333333,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8888888888888892,66.66666666666669,108.88888888888891,1,249.6666666666667,167.66666666666674
72,219.00000000000003,235.0,0.9319148936170214,0.5166004077071994,0.14209107704676832,4,5,9,none,0,0,22011.979797979806,345.0909090909091,0.5555555555555556,3,0,0.9272727272727274,102.00000000000001,169.0909090909091,1,0.8999999999999999,44.99999999999999,59.99999999999999,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9600000000000004,72.00000000000003,116.00000000000004,1,186.33333333333337,260.66666666666674
73,203.00000000000003,235.0,0.8638297872340427,0.5166004077071994,0.14209107704676832,5,1,6,none,0,0,22339.22222222223,327.2424242424243,0.16666666666666666,3,0,0.8727272727272729,96.00000000000001,160.90909090909093,1,0.6799999999999998,33.99999999999999,48.99999999999999,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9733333333333337,73.00000000000003,117.33333333333337,1,160.00000000000003,178.33333333333343
74,147.00000000000003,235.0,0.6255319148936171,0.5166004077071994,0.14209107704676832,5,2,7,none,0,0,22590.45454545455,251.23232323232327,0.2857142857142857,3,0,0.5696969696969697,62.66666666666667,115.45454545454545,1,0.6999999999999998,34.99999999999999,49.99999999999999,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6577777777777781,49.33333333333336,85.77777777777781,1,145.33333333333337,187.33333333333343
75,177.66666666666669,235.0,0.7560283687943263,0.5168244109940654,0.14487967455569084,4,0,4,none,0,0,22883.24242424243,292.78787878787887,0.0,3,0,0.7696969696969698,84.66666666666667,145.45454545454547,1,0.6999999999999998,34.99999999999999,49.99999999999999,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7733333333333337,58.00000000000002,97.33333333333337,1,51.33333333333337,90.0000000000001
76,180.0,235.0,0.7659574468085106,0.5168244109940654,0.14487967455569084,4,3,7,none,0,0,23187.383838383845,304.14141414141415,0.42857142857142855,3,0,0.8757575757575757,96.33333333333333,161.36363636363637,1,0.22666666666666654,11.333333333333327,26.33333333333333,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9644444444444448,72.33333333333336,116.44444444444447,1,141.33333333333337,241.33333333333346
77,203.33333333333334,235.0,0.8652482269503546,0.5168244109940654,0.14487967455569084,8,2,10,none,0,0,23516.313131313138,328.92929292929296,0.2,3,0,0.9121212121212121,100.33333333333333,166.8181818181818,1,0.6133333333333332,30.66666666666666,45.66666666666666,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9644444444444448,72.33333333333336,116.44444444444447,1,237.00000000000003,151.33333333333346
78,217.33333333333334,235.0,0.924822695035461,0.5168244109940654,0.14487967455569084,7,7,14,none,0,0,23859.24242424243,342.92929292929296,0.5,3,0,0.9121212121212121,100.33333333333333,166.8181818181818,1,0.8933333333333331,44.66666666666666,59.66666666666666,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9644444444444448,72.33333333333336,116.44444444444447,1,363.3333333333333,229.0000000000001
79,223.66666666666669,235.0,0.9517730496453901,0.5168244109940654,0.14487967455569084,6,5,11,none,0,0,24210.80808080809,351.5656565656566,0.45454545454545453,3,0,0.9696969696969697,106.66666666666667,175.45454545454547,1,0.8933333333333331,44.66666666666666,59.66666666666666,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9644444444444448,72.33333333333336,116.44444444444447,1,462.3333333333333,231.0000000000001
80,214.66666666666669,235.0,0.9134751773049646,0.5221167898320414,0.133955424482866,4,4,8,none,0,0,24551.676767676774,340.8686868686869,0.5,3,0,0.9272727272727272,102.0,169.0909090909091,1,0.8066666666666665,40.33333333333333,55.33333333333333,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9644444444444448,72.33333333333336,116.44444444444447,1,396.3333333333333,224.0000000000001
81,217.66666666666669,235.0,0.9262411347517732,0.5221167898320414,0.133955424482866,8,5,13,none,0,0,24898.383838383845,346.7070707070708,0.38461538461538464,3,0,0.9787878787878789,107.66666666666667,176.81818181818184,1,0.7066666666666667,35.333333333333336,50.333333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9955555555555559,74.66666666666669,119.55555555555559,1,345.66666666666663,165.00000000000014
82,195.00000000000003,235.0,0.8297872340425533,0.5221167898320414,0.133955424482866,9,0,9,none,0,0,25214.494949494954,316.11111111111114,0.0,3,0,0.8666666666666668,95.33333333333334,160.00000000000003,1,0.7066666666666667,35.333333333333336,50.333333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8577777777777779,64.33333333333334,105.77777777777779,1,150.33333333333331,136.6666666666668
83,204.66666666666669,235.0,0.8709219858156029,0.5221167898320414,0.133955424482866,9,4,13,none,0,0,25538.45454545455,323.95959595959596,0.3076923076923077,3,0,0.8212121212121213,90.33333333333334,153.1818181818182,1,1.0,50.0,65.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8577777777777779,64.33333333333334,105.77777777777779,1,160.33333333333331,243.6666666666668
84,179.33333333333334,235.0,0.7631205673758865,0.5221167898320414,0.133955424482866,3,4,7,none,0,0,25834.9595959596,296.5050505050505,0.5714285714285714,3,0,0.984848484848485,108.33333333333334,177.72727272727275,1,0.6533333333333333,32.666666666666664,47.666666666666664,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5111111111111112,38.33333333333334,71.11111111111111,1,242.33333333333331,297.6666666666668
85,182.66666666666669,235.0,0.7773049645390072,0.527323968374271,0.13777047338083132,4,1,5,none,0,0,26132.05050505051,297.0909090909091,0.2,3,0,0.7939393939393941,87.33333333333334,149.09090909090912,1,0.8466666666666666,42.33333333333333,57.33333333333333,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7066666666666668,53.00000000000001,90.66666666666667,1,245.66666666666666,171.33333333333348
86,185.33333333333334,235.0,0.7886524822695036,0.527323968374271,0.13777047338083132,8,1,9,none,0,0,26435.64646464647,303.5959595959596,0.1111111111111111,3,0,0.9121212121212122,100.33333333333334,166.81818181818184,1,0.6933333333333332,34.666666666666664,49.666666666666664,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6711111111111112,50.33333333333334,87.11111111111111,1,79.66666666666666,117.33333333333348
87,219.6666666666667,235.0,0.9347517730496456,0.527323968374271,0.13777047338083132,8,3,11,none,0,0,26780.595959595965,344.94949494949503,0.2727272727272727,3,0,0.9515151515151516,104.66666666666669,172.72727272727275,1,0.9666666666666667,48.333333333333336,63.333333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8888888888888892,66.66666666666669,108.88888888888891,1,46.33333333333332,184.00000000000014
88,221.00000000000003,235.0,0.9404255319148938,0.527323968374271,0.13777047338083132,3,4,7,none,0,0,27130.030303030308,349.4343434343435,0.5714285714285714,3,0,0.9636363636363637,106.00000000000001,174.54545454545456,1,0.8066666666666668,40.333333333333336,55.333333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9955555555555559,74.66666666666669,119.55555555555559,1,53.999999999999986,207.6666666666668
89,168.00000000000006,235.0,0.7148936170212769,0.527323968374271,0.13777047338083132,7,2,9,none,0,0,27415.717171717177,285.68686868686876,0.2222222222222222,3,0,0.972727272727273,107.00000000000003,175.90909090909096,1,0.39333333333333337,19.666666666666668,34.66666666666667,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5511111111111114,41.33333333333336,75.11111111111114,1,53.999999999999986,212.6666666666668
90,217.00000000000006,235.0,0.9234042553191492,0.5227646351827168,0.14842988791271305,8,0,8,none,0,0,27759.45454545455,343.7373737373738,0.0,3,0,0.9212121212121215,101.33333333333336,168.18181818181822,1,0.82,41.0,56.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9955555555555559,74.66666666666669,119.55555555555559,1,10.999999999999986,194.6666666666668
91,203.00000000000006,235.0,0.8638297872340428,0.5227646351827168,0.14842988791271305,4,2,6,none,0,0,28086.53535353536,327.08080808080814,0.3333333333333333,3,0,0.9575757575757577,105.33333333333336,173.63636363636365,1,0.7066666666666667,35.333333333333336,50.333333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8311111111111114,62.33333333333335,103.11111111111114,1,39.666666666666664,271.0000000000001
92,62.666666666666714,235.0,0.2666666666666669,0.5227646351827168,0.14842988791271305,1,0,1,none,0,0,28231.676767676774,145.1414141414142,0.0,3,0,0.275757575757576,30.333333333333357,71.3636363636364,1,0.26000000000000006,13.000000000000004,28.000000000000004,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.257777777777778,19.33333333333335,45.7777777777778,1,39.666666666666664,100.00000000000011
93,91.66666666666671,235.0,0.3900709219858158,0.5227646351827168,0.14842988791271305,7,0,7,none,0,0,28415.82828282829,184.15151515151518,0.0,3,0,0.478787878787879,52.666666666666686,101.81818181818184,1,0.2800000000000001,14.000000000000004,29.000000000000004,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.3333333333333336,25.000000000000018,53.33333333333336,1,39.666666666666664,1.1368683772161603e-13
94,201.66666666666669,235.0,0.8581560283687945,0.5227646351827168,0.14842988791271305,10,4,14,none,0,0,28738.171717171725,322.34343434343435,0.2857142857142857,3,0,0.9030303030303031,99.33333333333334,165.45454545454547,1,0.8733333333333334,43.66666666666667,58.66666666666667,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7822222222222224,58.66666666666668,98.22222222222224,1,196.33333333333334,100.00000000000011
95,197.66666666666669,235.0,0.8411347517730497,0.5248434139151147,0.17137810649736795,1,5,6,none,0,0,29057.12121212122,318.949494949495,0.8333333333333334,3,0,0.9181818181818183,101.00000000000001,167.72727272727275,1,0.7600000000000001,38.00000000000001,53.00000000000001,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7822222222222224,58.66666666666668,98.22222222222224,1,302.33333333333337,227.33333333333346
96,208.33333333333337,235.0,0.8865248226950356,0.5248434139151147,0.17137810649736795,6,3,9,none,0,0,29392.363636363643,335.24242424242425,0.3333333333333333,3,0,0.9727272727272729,107.00000000000001,175.90909090909093,1,0.6466666666666668,32.33333333333334,47.33333333333334,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.92,69.0,112.0,1,357.33333333333337,227.33333333333346
97,174.0,235.0,0.7404255319148936,0.5248434139151147,0.17137810649736795,6,0,6,none,0,0,29681.050505050513,288.6868686868687,0.0,3,0,0.7393939393939395,81.33333333333334,140.90909090909093,1,0.6466666666666668,32.33333333333334,47.33333333333334,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8044444444444444,60.33333333333333,100.44444444444444,1,281.0,227.33333333333346
98,218.66666666666669,235.0,0.9304964539007093,0.5248434139151147,0.17137810649736795,8,2,10,none,0,0,30027.555555555562,346.50505050505046,0.2,3,0,0.9515151515151515,104.66666666666667,172.72727272727272,1,0.7933333333333334,39.66666666666667,54.66666666666667,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.991111111111111,74.33333333333333,119.1111111111111,1,12.333333333333334,1.4210854715202004e-13
99,122.0,235.0,0.5191489361702127,0.5248434139151147,0.17137810649736795,4,3,7,none,0,0,30243.595959595965,216.04040404040404,0.42857142857142855,3,0,0.4787878787878788,52.66666666666667,101.81818181818183,1,0.7933333333333334,39.66666666666667,54.66666666666667,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.39555555555555555,29.666666666666664,59.55555555555556,1,132.33333333333334,200.00000000000014
100,139.66666666666669,235.0,0.5943262411347519,0.5187302193829016,0.1742612305007044,3,1,4,none,0,0,30494.070707070714,250.47474747474746,0.25,3,0,0.9090909090909091,100.0,166.36363636363635,1,0.2266666666666668,11.33333333333334,26.33333333333334,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.37777777777777777,28.333333333333332,57.77777777777778,1,132.33333333333334,266.0000000000001
101,150.33333333333334,235.0,0.6397163120567376,0.5187302193829016,0.1742612305007044,2,0,2,none,0,0,30756.06060606061,261.98989898989896,0.0,3,0,0.896969696969697,98.66666666666667,164.54545454545453,1,0.38666666666666677,19.33333333333334,34.33333333333334,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.43111111111111106,32.33333333333333,63.11111111111111,1,1.3333333333333428,66.00000000000011
102,188.66666666666669,235.0,0.8028368794326242,0.5187302193829016,0.1742612305007044,5,1,6,none,0,0,31065.787878787884,309.72727272727275,0.16666666666666666,3,0,0.984848484848485,108.33333333333334,177.72727272727275,1,0.6066666666666668,30.33333333333334,45.33333333333334,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6666666666666666,50.0,86.66666666666666,1,81.00000000000001,66.00000000000011
103,198.33333333333337,235.0,0.8439716312056739,0.5187302193829016,0.1742612305007044,8,1,9,none,0,0,31386.010101010106,320.22222222222223,0.1111111111111111,3,0,0.8666666666666669,95.33333333333336,160.00000000000003,1,0.7266666666666669,36.33333333333334,51.33333333333334,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8888888888888887,66.66666666666666,108.88888888888887,1,162.0,1.1368683772161603e-13
104,188.33333333333337,235.0,0.8014184397163122,0.5187302193829016,0.1742612305007044,4,0,4,none,0,0,31695.23232323233,309.2222222222223,0.0,3,0,0.8666666666666669,95.33333333333336,160.00000000000003,1,0.5866666666666669,29.333333333333343,44.33333333333334,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8488888888888888,63.66666666666666,104.88888888888889,1,162.0,1.1368683772161603e-13
105,180.00000000000003,235.0,0.7659574468085107,0.5103415845654193,0.1724806560530599,5,1,6,none,0,0,31994.23232323233,299.0,0.16666666666666666,3,0,0.8666666666666669,95.33333333333336,160.00000000000003,1,0.5333333333333335,26.666666666666675,41.66666666666668,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7733333333333332,57.99999999999999,97.33333333333331,1,81.0,66.00000000000011
106,113.33333333333337,235.0,0.48226950354609943,0.5103415845654193,0.1724806560530599,3,0,3,none,0,0,32205.53535353536,211.30303030303034,0.0,3,0,0.4909090909090912,54.00000000000003,103.63636363636368,1,0.3866666666666669,19.333333333333343,34.33333333333334,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5333333333333332,39.99999999999999,73.33333333333331,1,0.0,66.00000000000011
107,120.00000000000003,235.0,0.5106382978723405,0.5103415845654193,0.1724806560530599,5,1,6,none,0,0,32427.393939393947,221.85858585858588,0.16666666666666666,3,0,0.5909090909090912,65.00000000000003,118.63636363636367,1,0.30666666666666687,15.333333333333343,30.333333333333343,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5288888888888889,39.666666666666664,72.88888888888889,1,0.0,132.0000000000001
108,210.66666666666669,235.0,0.8964539007092199,0.5103415845654193,0.1724806560530599,9,5,14,none,0,0,32764.282828282838,336.8888888888889,0.35714285714285715,3,0,0.9333333333333337,102.6666666666667,170.00000000000006,1,0.7266666666666669,36.33333333333334,51.33333333333334,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9555555555555554,71.66666666666666,115.55555555555554,1,172.0,109.00000000000011
109,225.00000000000003,235.0,0.9574468085106385,0.5103415845654193,0.1724806560530599,5,5,10,none,0,0,33116.59595959597,352.31313131313135,0.5,3,0,0.9606060606060609,105.6666666666667,174.09090909090912,1,0.9533333333333336,47.66666666666668,62.66666666666668,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9555555555555554,71.66666666666666,115.55555555555554,1,288.33333333333337,186.0000000000001
110,178.00000000000003,235.0,0.7574468085106384,0.5030922115043803,0.18648558494180545,5,1,6,none,0,0,33407.77777777779,291.18181818181824,0.16666666666666666,3,0,0.8545454545454548,94.00000000000003,158.18181818181822,1,0.8400000000000003,42.000000000000014,57.000000000000014,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5599999999999999,41.99999999999999,76.0,1,288.33333333333337,195.0000000000001
111,203.66666666666669,235.0,0.8666666666666667,0.5030922115043803,0.18648558494180545,6,2,8,none,0,0,33734.55555555557,326.7777777777778,0.25,3,0,0.9666666666666669,106.33333333333336,175.00000000000003,1,0.7800000000000002,39.000000000000014,54.000000000000014,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7777777777777776,58.33333333333332,97.77777777777776,1,116.33333333333337,205.33333333333346
112,197.00000000000003,235.0,0.8382978723404256,0.5030922115043803,0.18648558494180545,6,3,9,none,0,0,34052.848484848495,318.29292929292933,0.3333333333333333,3,0,0.9212121212121215,101.33333333333336,168.18181818181822,1,0.746666666666667,37.33333333333335,52.33333333333335,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7777777777777776,58.33333333333332,97.77777777777776,1,51.33333333333337,78.33333333333346
113,174.00000000000003,235.0,0.7404255319148937,0.5030922115043803,0.18648558494180545,5,3,8,none,0,0,34345.49494949496,292.64646464646466,0.375,3,0,0.9272727272727276,102.00000000000003,169.09090909090915,1,0.446666666666667,22.33333333333335,37.33333333333335,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.662222222222222,49.66666666666666,86.2222222222222,1,205.00000000000006,144.33333333333346
114,142.6666666666667,235.0,0.6070921985815605,0.5030922115043803,0.18648558494180545,3,0,3,none,0,0,34596.03030303032,250.53535353535358,0.0,3,0,0.8272727272727275,91.00000000000003,154.09090909090912,1,0.446666666666667,22.33333333333335,37.33333333333335,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.3911111111111111,29.333333333333332,59.11111111111111,1,180.00000000000006,66.00000000000013
115,165.6666666666667,235.0,0.7049645390070924,0.4986322367674362,0.18288550375339513,3,3,6,none,0,0,34878.66666666668,282.6363636363637,0.5,3,0,0.7242424242424245,79.66666666666669,138.63636363636368,1,0.34000000000000036,17.000000000000018,32.000000000000014,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.92,69.0,112.0,1,366.00000000000006,147.0000000000001
116,213.00000000000003,235.0,0.9063829787234043,0.4986322367674362,0.18288550375339513,6,1,7,none,0,0,35215.39393939395,336.72727272727275,0.14285714285714285,3,0,0.984848484848485,108.33333333333334,177.72727272727275,1,0.9333333333333337,46.666666666666686,61.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7733333333333333,58.0,97.33333333333333,1,186.00000000000006,162.0000000000001
117,226.66666666666669,235.0,0.9645390070921986,0.4986322367674362,0.18288550375339513,1,9,10,none,0,0,35570.78787878789,355.39393939393943,0.9,3,0,0.984848484848485,108.33333333333334,177.72727272727275,1,0.906666666666667,45.33333333333335,60.33333333333335,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9733333333333334,73.0,117.33333333333334,1,272.66666666666674,275.66666666666674
118,213.00000000000003,235.0,0.9063829787234043,0.4986322367674362,0.18288550375339513,6,5,11,none,0,0,35907.858585858594,337.0707070707071,0.45454545454545453,3,0,0.9545454545454547,105.00000000000001,173.18181818181822,1,0.906666666666667,45.33333333333335,60.33333333333335,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8355555555555555,62.666666666666664,103.55555555555554,1,362.66666666666674,400.3333333333334
119,193.00000000000003,235.0,0.8212765957446809,0.4986322367674362,0.18288550375339513,7,5,12,none,0,0,36221.68686868688,313.82828282828285,0.4166666666666667,3,0,0.781818181818182,86.00000000000001,147.2727272727273,1,0.666666666666667,33.33333333333335,48.33333333333335,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9822222222222221,73.66666666666666,118.22222222222221,1,368.66666666666674,489.00000000000006
120,224.33333333333337,235.0,0.9546099290780143,0.5016424617073808,0.1937526454589465,4,12,16,none,0,0,36574.24242424243,352.5555555555556,0.75,3,0,0.9666666666666669,106.33333333333336,175.00000000000003,1,0.886666666666667,44.33333333333335,59.33333333333335,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9822222222222221,73.66666666666666,118.22222222222221,1,491.6666666666667,452.00000000000006
121,206.66666666666669,235.0,0.8794326241134752,0.5016424617073808,0.1937526454589465,7,6,13,none,0,0,36904.797979797986,330.5555555555556,0.46153846153846156,3,0,0.8666666666666669,95.33333333333336,160.00000000000003,1,0.7733333333333338,38.666666666666686,53.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9688888888888888,72.66666666666666,116.88888888888889,1,547.6666666666667,634.6666666666667
122,197.33333333333337,235.0,0.8397163120567378,0.5016424617073808,0.1937526454589465,4,5,9,none,0,0,37225.57575757577,320.7777777777778,0.5555555555555556,3,0,0.8666666666666669,95.33333333333336,160.00000000000003,1,0.6133333333333337,30.666666666666686,45.666666666666686,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.951111111111111,71.33333333333333,115.1111111111111,1,423.00000000000006,685.0000000000001
123,203.6666666666667,235.0,0.8666666666666669,0.5016424617073808,0.1937526454589465,8,6,14,none,0,0,37556.424242424255,330.8484848484849,0.42857142857142855,3,0,0.987878787878788,108.66666666666669,178.18181818181822,1,0.5400000000000004,27.000000000000018,42.000000000000014,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9066666666666666,68.0,110.66666666666666,1,605.6666666666667,608.3333333333335
124,193.33333333333337,235.0,0.8226950354609931,0.5016424617073808,0.1937526454589465,7,3,10,none,0,0,37871.57575757577,315.15151515151524,0.3,3,0,0.8454545454545457,93.00000000000003,156.81818181818187,1,0.626666666666667,31.33333333333335,46.33333333333336,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.92,69.0,112.0,1,507.3333333333334,283.3333333333335
125,216.00000000000006,235.0,0.919148936170213,0.49675730376888,0.19246246657283356,7,4,11,none,0,0,38215.09090909092,343.51515151515156,0.36363636363636365,3,0,0.9878787878787881,108.6666666666667,178.18181818181822,1,0.766666666666667,38.33333333333335,53.33333333333335,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.92,69.0,112.0,1,307.3333333333334,420.6666666666668
126,204.6666666666667,235.0,0.870921985815603,0.49675730376888,0.19246246657283356,2,4,6,none,0,0,38545.23232323233,330.1414141414142,0.6666666666666666,3,0,0.9090909090909094,100.00000000000003,166.3636363636364,1,0.646666666666667,32.33333333333335,47.33333333333335,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9644444444444445,72.33333333333334,116.44444444444446,1,301.0000000000001,379.6666666666668
127,205.6666666666667,235.0,0.8751773049645392,0.49675730376888,0.19246246657283356,5,5,10,none,0,0,38874.40404040405,329.17171717171726,0.5,3,0,0.8848484848484851,97.33333333333336,162.72727272727278,1,0.7800000000000002,39.000000000000014,54.000000000000014,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9244444444444446,69.33333333333334,112.44444444444446,1,254.0000000000001,386.3333333333334
128,225.33333333333337,235.0,0.9588652482269505,0.49675730376888,0.19246246657283356,6,8,14,none,0,0,39227.484848484855,353.08080808080814,0.5714285714285714,3,0,0.9909090909090911,109.00000000000001,178.63636363636365,1,0.9400000000000003,47.000000000000014,62.000000000000014,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9244444444444446,69.33333333333334,112.44444444444446,1,193.00000000000009,475.6666666666668
129,224.33333333333337,235.0,0.9546099290780143,0.49675730376888,0.19246246657283356,6,6,12,none,0,0,39579.23232323233,351.7474747474748,0.5,3,0,0.9909090909090911,109.00000000000001,178.63636363636365,1,0.9400000000000003,47.000000000000014,62.000000000000014,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9111111111111112,68.33333333333334,111.11111111111111,1,199.0000000000001,432.6666666666668
130,201.00000000000006,235.0,0.8553191489361704,0.5107199468638715,0.18791803743485821,6,5,11,none,0,0,39902.9696969697,323.7373737373738,0.45454545454545453,3,0,0.9545454545454547,105.00000000000001,173.18181818181822,1,0.746666666666667,37.33333333333335,52.33333333333335,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7822222222222224,58.66666666666668,98.22222222222224,1,461.0000000000001,164.33333333333346
131,197.33333333333337,235.0,0.8397163120567378,0.5107199468638715,0.18791803743485821,9,3,12,none,0,0,40218.83838383839,315.86868686868695,0.25,3,0,0.8606060606060608,94.66666666666669,159.09090909090912,1,0.906666666666667,45.33333333333335,60.33333333333335,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7644444444444446,57.33333333333334,96.44444444444446,1,403.3333333333334,131.0000000000001
132,199.00000000000006,235.0,0.8468085106382981,0.5107199468638715,0.18791803743485821,3,4,7,none,0,0,40536.9292929293,318.0909090909091,0.5714285714285714,3,0,0.8606060606060608,94.66666666666669,159.09090909090912,1,0.906666666666667,45.33333333333335,60.33333333333335,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7866666666666667,59.00000000000001,98.66666666666667,1,394.66666666666674,291.3333333333334
133,207.00000000000003,235.0,0.8808510638297874,0.5107199468638715,0.18791803743485821,7,1,8,none,0,0,40865.8888888889,328.95959595959596,0.125,3,0,0.9212121212121213,101.33333333333334,168.1818181818182,1,0.906666666666667,45.33333333333335,60.33333333333335,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8044444444444445,60.333333333333336,100.44444444444446,1,313.3333333333334,194.33333333333343
