t,active_cpu_fog,fog_capacity,pressure,worst_fog_pressure,predicted_pressure,prediction_uncertainty,lstm_fallback_used,dqn_fallback_used_tasks,scale_decision,offload_ratio,offload_reason,tasks_on_fog,tasks_on_cloud,tasks_placed_fog,tasks_placed_cloud,fog_nodes_used_tick,cloud_nodes_used_tick,scale_up_total,scale_down_total,energy_joules_cumul
522,390,805,0.484472049689441,0.8833333333333333,1.0190329292642564,0.22530412033227798,0,0,none,0.35916272824656215,demand/capacity=1.13,25,3,7,3,4,2,5,1,684736.0251430714
523,353,805,0.43850931677018634,0.675,1.0190329292642564,0.22530412033227798,0,0,none,0.35916272824656215,demand/capacity=1.13,20,3,7,0,4,0,5,1,686194.9242893328
524,334,805,0.41490683229813663,0.675,1.0190329292642564,0.22530412033227798,0,0,none,0.35916272824656215,demand/capacity=1.13,20,2,8,0,4,0,5,1,687634.9198330048
525,361,805,0.4484472049689441,0.575,1.0190329292642564,0.22530412033227798,0,0,none,0.35916272824656215,demand/capacity=1.13,24,0,10,0,4,0,5,1,689117.8125058635
526,390,805,0.484472049689441,0.68,1.0190329292642564,0.22530412033227798,0,0,none,0.35916272824656215,demand/capacity=1.13,23,8,4,8,3,2,5,1,690653.9135120554
527,401,805,0.49813664596273294,0.68,1.0190329292642564,0.22530412033227798,0,0,none,0.35916272824656215,demand/capacity=1.13,24,11,8,3,3,2,5,1,692209.4262829532
528,403,805,0.5006211180124224,0.9818181818181818,1.0190329292642564,0.22530412033227798,0,0,none,0.35916272824656215,demand/capacity=1.13,19,12,8,3,4,2,5,1,693746.8784477905
529,375,805,0.4658385093167702,1.0,1.0190329292642564,0.22530412033227798,0,0,none,0.35916272824656215,demand/capacity=1.13,20,8,6,2,5,2,5,1,695206.6340182004
530,390,805,0.484472049689441,0.9818181818181818,1.0786278761706805,0.21443534514048165,0,0,up,0.3872948205553821,demand/capacity=1.14,18,8,4,4,3,2,5,1,696695.7475607466
531,378,805,0.46956521739130436,0.8526315789473684,1.0786278761706805,0.21443534514048165,0,0,up,0.3872948205553821,demand/capacity=1.14,19,7,9,1,6,1,5,1,698196.3423867152
532,410,805,0.5093167701863354,0.7916666666666666,1.0786278761706805,0.21443534514048165,0,0,up,0.3872948205553821,demand/capacity=1.14,25,6,13,1,5,1,5,1,699752.0797565435
533,342,805,0.4248447204968944,0.7916666666666666,1.0786278761706805,0.21443534514048165,0,0,up,0.3872948205553821,demand/capacity=1.14,22,5,1,3,1,2,5,1,701194.1379819867
534,352,805,0.4372670807453416,0.9368421052631579,1.0786278761706805,0.21443534514048165,0,0,up,0.3872948205553821,demand/capacity=1.14,17,5,6,1,4,1,5,1,702631.7799394875
535,347,805,0.43105590062111804,0.875,1.0786278761706805,0.21443534514048165,0,0,up,0.3872948205553821,demand/capacity=1.14,14,5,6,1,5,1,5,1,704062.5819847075
536,318,805,0.3950310559006211,0.8526315789473684,1.0786278761706805,0.21443534514048165,0,0,up,0.3872948205553821,demand/capacity=1.14,16,3,6,1,4,1,5,1,705467.1277910683
537,345,805,0.42857142857142855,0.8636363636363636,1.0786278761706805,0.21443534514048165,0,0,up,0.3872948205553821,demand/capacity=1.14,19,5,7,3,4,2,5,1,706913.0757223939
538,344,805,0.42732919254658386,0.8636363636363636,1.0786278761706805,0.21443534514048165,0,0,up,0.3872948205553821,demand/capacity=1.14,21,5,9,1,5,1,5,1,708340.356987053
539,381,805,0.47329192546583854,0.6,1.0786278761706805,0.21443534514048165,0,0,up,0.3872948205553821,demand/capacity=1.14,22,4,6,0,5,0,5,1,709846.377110892
540,268,805,0.33291925465838507,0.5666666666666667,0.9467283391903212,0.19860740070283853,0,0,none,0.0,low pressure,20,0,5,0,3,0,5,1,711164.6771742187
541,139,805,0.17267080745341615,0.39090909090909093,0.9467283391903212,0.19860740070283853,0,0,none,0.0,low pressure,13,0,2,0,1,0,5,1,712284.4012571533
542,109,805,0.13540372670807455,0.3,0.9467283391903212,0.19860740070283853,0,0,none,0.0,low pressure,15,0,8,0,6,0,5,1,713353.441293742
543,506,805,0.6285714285714286,0.9666666666666667,0.9467283391903212,0.19860740070283853,0,0,none,0.0,low pressure,20,0,10,0,8,0,5,1,715032.9673280793
544,595,805,0.7391304347826086,0.9666666666666667,0.9467283391903212,0.19860740070283853,0,0,none,0.0,low pressure,26,1,8,1,4,1,5,1,716919.8830682988
545,673,805,0.8360248447204969,0.9578947368421052,0.9467283391903212,0.19860740070283853,0,0,none,0.0,low pressure,28,2,10,1,5,1,5,1,718936.9489633171
546,371,805,0.4608695652173913,0.9636363636363636,0.9467283391903212,0.19860740070283853,0,0,none,0.0,low pressure,25,3,6,1,2,1,5,1,720480.9828079555
547,343,805,0.4260869565217391,0.9636363636363636,0.9467283391903212,0.19860740070283853,0,0,none,0.0,low pressure,22,2,8,0,4,0,5,1,721904.475630922
548,370,805,0.45962732919254656,1.0,0.9467283391903212,0.19860740070283853,0,0,none,0.0,low pressure,28,0,14,0,5,0,5,1,723366.0749601274
549,399,805,0.4956521739130435,0.9454545454545454,0.9467283391903212,0.19860740070283853,0,0,none,0.0,low pressure,29,0,6,0,3,0,5,1,724885.3797260529
550,390,805,0.484472049689441,0.9454545454545454,1.0857632805163469,0.29433219803969474,0,0,none,0.32943966591188545,demand/capacity=1.11,29,0,10,0,5,0,5,1,726393.2727272725
551,388,805,0.48198757763975153,0.7263157894736842,1.0857632805163469,0.29433219803969474,0,0,none,0.32943966591188545,demand/capacity=1.11,27,1,9,1,6,1,5,1,727911.8092222533
552,377,805,0.4683229813664596,0.7263157894736842,1.0857632805163469,0.29433219803969474,0,0,none,0.32943966591188545,demand/capacity=1.11,24,3,3,2,3,2,5,1,729412.7378740968
553,273,805,0.3391304347826087,0.6090909090909091,1.0857632805163469,0.29433219803969474,0,0,none,0.32943966591188545,demand/capacity=1.11,23,2,10,0,5,0,5,1,730739.4269748568
554,199,805,0.24720496894409938,0.4888888888888889,1.0857632805163469,0.29433219803969474,0,0,none,0.32943966591188545,demand/capacity=1.11,22,2,8,1,4,1,5,1,731955.9387137628
555,228,805,0.28322981366459626,0.43333333333333335,1.0857632805163469,0.29433219803969474,0,0,none,0.32943966591188545,demand/capacity=1.11,24,2,6,1,4,1,5,1,733232.1980016885
556,307,805,0.3813664596273292,0.9789473684210527,1.0857632805163469,0.29433219803969474,0,0,none,0.32943966591188545,demand/capacity=1.11,22,1,7,0,5,0,5,1,734632.7840909088
557,417,805,0.5180124223602485,0.9818181818181818,1.0857632805163469,0.29433219803969474,0,0,none,0.32943966591188545,demand/capacity=1.11,23,4,8,4,4,2,5,1,736178.0533352094
558,448,805,0.5565217391304348,0.9818181818181818,1.0857632805163469,0.29433219803969474,0,0,none,0.32943966591188545,demand/capacity=1.11,23,5,8,1,5,1,5,1,737784.5578736276
559,356,805,0.4422360248447205,0.8181818181818182,1.0857632805163469,0.29433219803969474,0,0,none,0.32943966591188545,demand/capacity=1.11,22,5,4,1,3,1,5,1,739243.4818697812
560,369,805,0.4583850931677019,0.9818181818181818,1.0442971934581717,0.23351602177199238,0,0,up,0.352607351605998,demand/capacity=1.13,16,3,5,1,3,1,5,1,740700.1351440095
561,394,805,0.4894409937888199,0.9818181818181818,1.0442971934581717,0.23351602177199238,0,0,up,0.352607351605998,demand/capacity=1.13,16,5,8,3,5,2,5,1,742195.235786659
562,343,805,0.4260869565217391,0.9818181818181818,1.0442971934581717,0.23351602177199238,0,0,up,0.352607351605998,demand/capacity=1.13,17,6,3,2,1,2,5,1,743605.3364293084
563,280,805,0.34782608695652173,0.7916666666666666,1.0442971934581717,0.23351602177199238,0,0,up,0.352607351605998,demand/capacity=1.13,21,4,10,0,6,0,5,1,744942.1378295335
564,314,805,0.39006211180124223,0.7916666666666666,1.0442971934581717,0.23351602177199238,0,0,up,0.352607351605998,demand/capacity=1.13,20,2,5,0,4,0,5,1,746323.0816446193
565,412,805,0.5118012422360249,0.7916666666666666,1.0442971934581717,0.23351602177199238,0,0,up,0.352607351605998,demand/capacity=1.13,23,1,10,1,6,1,5,1,747881.0562083683
566,394,805,0.4894409937888199,0.9083333333333333,1.0442971934581717,0.23351602177199238,0,0,up,0.352607351605998,demand/capacity=1.13,21,1,5,0,2,0,5,1,749398.2694084808
567,394,805,0.4894409937888199,0.9083333333333333,1.0442971934581717,0.23351602177199238,0,0,up,0.352607351605998,demand/capacity=1.13,23,4,10,3,5,2,5,1,750925.2807252085
568,371,805,0.4608695652173913,0.9818181818181818,1.0442971934581717,0.23351602177199238,0,0,up,0.352607351605998,demand/capacity=1.13,20,5,5,2,4,2,5,1,752379.1405267846
569,385,805,0.4782608695652174,0.8181818181818182,1.0442971934581717,0.23351602177199238,0,0,up,0.352607351605998,demand/capacity=1.13,22,6,8,1,4,1,5,1,753875.0601369732
570,354,805,0.43975155279503103,0.8181818181818182,1.0386893708208764,0.20964272449850516,0,0,none,0.36121088023956327,demand/capacity=1.13,20,5,5,2,4,2,5,1,755317.0826883382
571,237,805,0.29440993788819875,0.5272727272727272,1.0386893708208764,0.20964272449850516,0,0,none,0.36121088023956327,demand/capacity=1.13,20,3,8,0,4,0,5,1,756594.2583497511
572,366,805,0.4546583850931677,0.9916666666666667,1.0386893708208764,0.20964272449850516,0,0,none,0.36121088023956327,demand/capacity=1.13,23,1,10,0,6,0,5,1,758050.6871071393
573,379,805,0.47080745341614905,0.9916666666666667,1.0386893708208764,0.20964272449850516,0,0,none,0.36121088023956327,demand/capacity=1.13,23,3,5,3,2,2,5,1,759524.661917159
574,413,805,0.5130434782608696,0.9789473684210527,1.0386893708208764,0.20964272449850516,0,0,none,0.36121088023956327,demand/capacity=1.13,21,9,6,6,3,2,5,1,761068.6965357912
575,449,805,0.5577639751552795,1.0,1.0386893708208764,0.20964272449850516,0,0,none,0.36121088023956327,demand/capacity=1.13,20,13,8,5,5,2,5,1,762657.9655572753
576,402,805,0.4993788819875776,1.0,1.0386893708208764,0.20964272449850516,0,0,none,0.36121088023956327,demand/capacity=1.13,14,17,1,6,1,2,5,1,764171.9315484565
577,338,805,0.41987577639751555,0.75,1.0386893708208764,0.20964272449850516,0,0,none,0.36121088023956327,demand/capacity=1.13,12,11,6,1,6,1,5,1,765580.8995332582
578,375,805,0.4658385093167702,0.75,1.0386893708208764,0.20964272449850516,0,0,none,0.36121088023956327,demand/capacity=1.13,11,13,3,5,3,2,5,1,767063.7400670793
579,404,805,0.5018633540372671,0.75,1.0386893708208764,0.20964272449850516,0,0,none,0.36121088023956327,demand/capacity=1.13,15,11,8,3,4,2,5,1,768611.3709306688
580,353,805,0.43850931677018634,0.85,1.043849282173848,0.21892192592526033,0,0,none,0.3725632827479113,demand/capacity=1.14,19,9,8,1,3,1,5,1,770073.9360047845
581,381,805,0.47329192546583854,0.85,1.043849282173848,0.21892192592526033,0,0,none,0.3725632827479113,demand/capacity=1.14,24,7,11,4,8,2,5,1,771558.8203982549
582,421,805,0.5229813664596273,0.85,1.043849282173848,0.21892192592526033,0,0,none,0.3725632827479113,demand/capacity=1.14,24,13,4,8,3,2,5,1,773103.2440074115
583,389,805,0.4832298136645963,0.7083333333333334,1.043849282173848,0.21892192592526033,0,0,none,0.3725632827479113,demand/capacity=1.14,24,14,8,2,4,2,5,1,774623.5862768552
584,266,805,0.33043478260869563,0.8526315789473684,1.043849282173848,0.21892192592526033,0,0,none,0.3725632827479113,demand/capacity=1.14,17,9,5,0,4,0,5,1,775943.2274486349
585,413,805,0.5130434782608696,0.9818181818181818,1.043849282173848,0.21892192592526033,0,0,none,0.3725632827479113,demand/capacity=1.14,21,6,7,3,5,2,5,1,777477.2355990242
586,369,805,0.4583850931677019,0.9818181818181818,1.043849282173848,0.21892192592526033,0,0,none,0.3725632827479113,demand/capacity=1.14,17,5,5,1,4,1,5,1,778952.3687494135
587,365,805,0.453416149068323,0.8181818181818182,1.043849282173848,0.21892192592526033,0,0,none,0.3725632827479113,demand/capacity=1.14,18,8,7,6,4,2,5,1,780428.6210479406
588,300,805,0.37267080745341613,0.8416666666666667,1.043849282173848,0.21892192592526033,0,0,none,0.3725632827479113,demand/capacity=1.14,18,8,7,1,3,1,5,1,781785.472276949
589,266,805,0.33043478260869563,0.8105263157894737,1.043849282173848,0.21892192592526033,0,0,none,0.3725632827479113,demand/capacity=1.14,15,5,2,0,1,0,5,1,783082.240172624
590,305,805,0.37888198757763975,0.9578947368421052,0.9678176741646576,0.21052613328795833,0,0,up,0.0,low pressure,16,0,7,0,6,0,5,1,784446.6133314569
591,440,805,0.546583850931677,0.9578947368421052,0.9678176741646576,0.21052613328795833,0,0,up,0.0,low pressure,18,0,8,0,7,0,5,1,786041.365500985
592,532,805,0.6608695652173913,0.9578947368421052,0.9678176741646576,0.21052613328795833,0,0,up,0.0,low pressure,21,2,5,2,4,2,5,1,787781.7540341495
593,471,805,0.5850931677018634,0.9818181818181818,0.9678176741646576,0.21052613328795833,0,0,up,0.0,low pressure,23,2,10,0,5,0,5,1,789423.3661577071
594,364,805,0.45217391304347826,0.9818181818181818,0.9678176741646576,0.21052613328795833,0,0,up,0.0,low pressure,20,1,4,0,2,0,5,1,790897.9826672295
595,225,805,0.2795031055900621,0.9818181818181818,0.9678176741646576,0.21052613328795833,0,0,up,0.0,low pressure,15,0,3,0,2,0,5,1,792135.897551365
596,135,805,0.16770186335403728,0.25555555555555554,0.9678176741646576,0.21052613328795833,0,0,up,0.0,low pressure,14,0,7,0,4,0,5,1,793249.6786049347
597,322,805,0.4,0.9636363636363636,0.9678176741646576,0.21052613328795833,0,0,up,0.0,low pressure,17,0,7,0,6,0,5,1,794643.289203959
598,415,805,0.515527950310559,0.79,0.9678176741646576,0.21052613328795833,0,0,up,0.0,low pressure,23,0,9,0,5,0,5,1,796212.1378412609
599,490,805,0.6086956521739131,0.9578947368421052,0.9678176741646576,0.21052613328795833,0,0,up,0.0,low pressure,25,2,7,2,5,2,5,1,797901.2079697908
600,354,805,0.43975155279503103,0.9473684210526315,1.0344260887559007,0.25666792910587943,0,0,none,0.3194415431217692,demand/capacity=1.11,25,2,9,0,5,0,5,1,799384.0053006848
601,330,805,0.40993788819875776,0.69,1.0344260887559007,0.25666792910587943,0,0,none,0.3194415431217692,demand/capacity=1.11,22,3,5,1,4,1,5,1,800814.5570175438
602,344,805,0.42732919254658386,0.8833333333333333,1.0344260887559007,0.25666792910587943,0,0,none,0.3194415431217692,demand/capacity=1.11,20,1,7,0,4,0,5,1,802232.6473050943
603,309,805,0.3838509316770186,0.69,1.0344260887559007,0.25666792910587943,0,0,none,0.3194415431217692,demand/capacity=1.11,15,0,5,0,3,0,5,1,803593.3086710761
604,324,805,0.40248447204968946,0.675,1.0344260887559007,0.25666792910587943,0,0,none,0.3194415431217692,demand/capacity=1.11,18,2,6,2,4,2,5,1,805012.1367037245
605,207,805,0.2571428571428571,0.509090909090909,1.0344260887559007,0.25666792910587943,0,0,none,0.3194415431217692,demand/capacity=1.11,14,3,3,1,2,1,5,1,806247.1628787878
606,324,805,0.40248447204968946,0.7363636363636363,1.0344260887559007,0.25666792910587943,0,0,none,0.3194415431217692,demand/capacity=1.11,18,2,10,0,5,0,5,1,807677.1953396191
607,363,805,0.4509316770186335,0.7363636363636363,1.0344260887559007,0.25666792910587943,0,0,none,0.3194415431217692,demand/capacity=1.11,18,5,5,4,4,2,5,1,809183.8067478187
608,420,805,0.5217391304347826,0.7363636363636363,1.0344260887559007,0.25666792910587943,0,0,none,0.3194415431217692,demand/capacity=1.11,22,4,7,0,3,0,5,1,810774.8260507552
609,250,805,0.3105590062111801,0.72,1.0344260887559007,0.25666792910587943,0,0,none,0.3194415431217692,demand/capacity=1.11,21,2,6,0,4,0,5,1,812091.9212050849
610,265,805,0.32919254658385094,0.93,0.9269862337098178,0.2068985285039507,0,0,none,0.0,low pressure,19,1,6,1,5,1,5,1,813391.8315038934
611,324,805,0.40248447204968946,0.93,0.9269862337098178,0.2068985285039507,0,0,none,0.0,low pressure,19,1,8,0,6,0,5,1,814802.3853433718
612,421,805,0.5229813664596273,0.93,0.9269862337098178,0.2068985285039507,0,0,none,0.0,low pressure,26,1,9,1,5,1,5,1,816369.1798597429
613,406,805,0.5043478260869565,0.8235294117647058,0.9269862337098178,0.2068985285039507,0,0,none,0.0,low pressure,21,3,5,2,4,2,5,1,817912.596033868
614,500,805,0.6211180124223602,0.9181818181818182,0.9269862337098178,0.2068985285039507,0,0,none,0.0,low pressure,23,4,9,2,6,2,5,1,819602.679472746
615,422,805,0.5242236024844721,0.9181818181818182,0.9269862337098178,0.2068985285039507,0,0,none,0.0,low pressure,15,3,1,0,1,0,5,1,821159.694026175
616,484,805,0.6012422360248447,0.9181818181818182,0.9269862337098178,0.2068985285039507,0,0,none,0.0,low pressure,16,3,6,1,4,1,5,1,822849.7992658785
617,397,805,0.493167701863354,0.9058823529411765,0.9269862337098178,0.2068985285039507,0,0,none,0.0,low pressure,17,2,10,1,5,1,5,1,824431.7998405102
618,361,805,0.4484472049689441,0.9058823529411765,0.9269862337098178,0.2068985285039507,0,0,none,0.0,low pressure,17,1,3,0,2,0,5,1,825951.800415142
619,395,805,0.4906832298136646,1.0,0.9269862337098178,0.2068985285039507,0,0,none,0.0,low pressure,21,1,8,1,5,1,5,1,827472.3745191855
620,277,805,0.3440993788819876,0.9583333333333334,0.976584922248791,0.21669842308063508,0,0,up,0.0,low pressure,21,2,8,1,4,1,5,1,828792.8030889388
621,212,805,0.26335403726708073,0.75,0.976584922248791,0.21669842308063508,0,0,up,0.0,low pressure,17,1,4,0,2,0,5,1,830006.4399920254
622,211,805,0.26211180124223604,0.788235294117647,0.976584922248791,0.21669842308063508,0,0,up,0.0,low pressure,19,0,8,0,4,0,5,1,831236.5608523312
623,247,805,0.306832298136646,0.788235294117647,0.976584922248791,0.21669842308063508,0,0,up,0.0,low pressure,19,0,6,0,5,0,5,1,832538.9797588891
624,263,805,0.3267080745341615,0.788235294117647,0.976584922248791,0.21669842308063508,0,0,up,0.0,low pressure,18,0,4,0,2,0,5,1,833857.3986654469
625,423,805,0.5254658385093167,0.9833333333333333,0.976584922248791,0.21669842308063508,0,0,up,0.0,low pressure,23,0,10,0,8,0,5,1,835412.8308706257
626,385,805,0.4782608695652174,0.975,0.976584922248791,0.21669842308063508,0,0,up,0.0,low pressure,18,1,4,1,3,1,5,1,836903.1102120273
627,510,805,0.6335403726708074,0.7583333333333333,0.976584922248791,0.21669842308063508,0,0,up,0.0,low pressure,30,1,15,0,8,0,5,1,838632.9491157706
628,265,805,0.32919254658385094,0.5733333333333334,0.976584922248791,0.21669842308063508,0,0,up,0.0,low pressure,26,1,7,0,2,0,5,1,839986.050344779
629,317,805,0.3937888198757764,0.8181818181818182,0.976584922248791,0.21669842308063508,0,0,up,0.0,low pressure,25,1,5,1,4,1,5,1,841400.4392532132
630,363,805,0.4509316770186335,0.8181818181818182,1.0326057820433698,0.24215833144668175,0,0,none,0.26969148910098184,demand/capacity=1.08,22,1,9,0,5,0,5,1,842891.5495238765
631,353,805,0.43850931677018634,0.8181818181818182,1.0326057820433698,0.24215833144668175,0,0,none,0.26969148910098184,demand/capacity=1.08,21,2,6,1,3,1,5,1,844364.6597945398
632,262,805,0.32546583850931676,0.73,1.0326057820433698,0.24215833144668175,0,0,none,0.26969148910098184,demand/capacity=1.08,20,1,7,0,3,0,5,1,845668.9057252087
633,208,805,0.25838509316770186,0.6083333333333333,1.0326057820433698,0.24215833144668175,0,0,none,0.26969148910098184,demand/capacity=1.08,17,0,5,0,4,0,5,1,846874.6560418425
634,296,805,0.36770186335403726,0.7272727272727273,1.0326057820433698,0.24215833144668175,0,0,none,0.26969148910098184,demand/capacity=1.08,16,0,4,0,4,0,5,1,848230.1487827188
635,300,805,0.37267080745341613,0.6,1.0326057820433698,0.24215833144668175,0,0,none,0.26969148910098184,demand/capacity=1.08,12,0,3,0,3,0,5,1,849590.8762078994
636,287,805,0.3565217391304348,0.7583333333333333,1.0326057820433698,0.24215833144668175,0,0,none,0.26969148910098184,demand/capacity=1.08,10,2,5,2,4,2,5,1,850915.1869664134
637,367,805,0.45590062111801244,0.9090909090909091,1.0326057820433698,0.24215833144668175,0,0,none,0.26969148910098184,demand/capacity=1.08,12,3,4,1,3,1,5,1,852368.4403086593
638,403,805,0.5006211180124224,0.9090909090909091,1.0326057820433698,0.24215833144668175,0,0,none,0.26969148910098184,demand/capacity=1.08,18,2,11,1,6,1,5,1,853904.7480884698
639,431,805,0.5354037267080746,0.8416666666666667,1.0326057820433698,0.24215833144668175,0,0,none,0.26969148910098184,demand/capacity=1.08,20,3,6,2,4,2,5,1,855490.1088985833
640,455,805,0.5652173913043478,0.8416666666666667,1.1312138516391808,0.24225973001158238,0,0,none,0.3534404751482225,demand/capacity=1.13,23,5,8,3,4,2,5,1,857127.3754104512
641,415,805,0.515527950310559,0.66,1.1312138516391808,0.24225973001158238,0,0,none,0.3534404751482225,demand/capacity=1.13,21,6,7,1,4,1,5,1,858701.1419223191
642,422,805,0.5242236024844721,0.9090909090909091,1.1312138516391808,0.24225973001158238,0,0,none,0.3534404751482225,demand/capacity=1.13,20,6,7,3,4,2,5,1,860273.0615442349
643,384,805,0.47701863354037266,0.9090909090909091,1.1312138516391808,0.24225973001158238,0,0,none,0.3534404751482225,demand/capacity=1.13,17,7,4,2,3,2,5,1,861784.7311661507
644,310,805,0.38509316770186336,0.71,1.1312138516391808,0.24225973001158238,0,0,none,0.3534404751482225,demand/capacity=1.13,17,4,8,0,6,0,5,1,863185.9843090347
645,304,805,0.37763975155279506,0.71,1.1312138516391808,0.24225973001158238,0,0,none,0.3534404751482225,demand/capacity=1.13,20,1,10,1,4,1,5,1,864569.739644901
646,322,805,0.4,0.71,1.1312138516391808,0.24225973001158238,0,0,none,0.3534404751482225,demand/capacity=1.13,21,3,3,2,3,2,5,1,865998.7890984145
647,358,805,0.44472049689440996,0.8636363636363636,1.1312138516391808,0.24225973001158238,0,0,none,0.3534404751482225,demand/capacity=1.13,21,2,8,0,5,0,5,1,867457.7139389248
648,362,805,0.4496894409937888,0.8636363636363636,1.1312138516391808,0.24225973001158238,0,0,none,0.3534404751482225,demand/capacity=1.13,21,1,6,1,4,1,5,1,868913.9041303124
649,402,805,0.4993788819875776,1.0,1.1312138516391808,0.24225973001158238,0,0,none,0.3534404751482225,demand/capacity=1.13,16,7,3,6,3,2,5,1,870415.0502040529
650,233,805,0.2894409937888199,1.0,0.9165632329192193,0.20493153497498895,0,0,up,0.0,low pressure,13,8,6,1,5,1,5,1,871666.9917557932
651,57,805,0.07080745341614907,0.18947368421052632,0.9165632329192193,0.20493153497498895,0,0,up,0.0,low pressure,10,7,3,0,3,0,5,1,872654.8499742002
652,68,805,0.084472049689441,0.18947368421052632,0.9165632329192193,0.20493153497498895,0,0,up,0.0,low pressure,11,1,2,0,2,0,5,1,873656.3331926073
653,382,805,0.4745341614906832,1.0,0.9165632329192193,0.20493153497498895,0,0,up,0.0,low pressure,16,3,8,3,6,2,5,1,875112.9648770993
654,518,805,0.6434782608695652,1.0,0.9165632329192193,0.20493153497498895,0,0,up,0.0,low pressure,17,7,7,4,5,2,5,1,876833.4020428747
655,486,805,0.6037267080745342,1.0,0.9165632329192193,0.20493153497498895,0,0,up,0.0,low pressure,21,4,6,0,3,0,5,1,878519.9715615913
656,506,805,0.6285714285714286,0.9,0.9165632329192193,0.20493153497498895,0,0,up,0.0,low pressure,21,2,7,0,6,0,5,1,880252.765925509
657,401,805,0.49813664596273294,0.9,0.9165632329192193,0.20493153497498895,0,0,up,0.0,low pressure,16,0,3,0,2,0,5,1,881781.3764658974
658,433,805,0.537888198757764,0.9636363636363636,0.9165632329192193,0.20493153497498895,0,0,up,0.0,low pressure,18,2,6,2,2,2,5,1,883352.0511774088
659,317,805,0.3937888198757764,0.9545454545454546,0.9165632329192193,0.20493153497498895,0,0,up,0.0,low pressure,16,2,8,0,6,0,5,1,884732.8525776339
660,538,805,0.6683229813664596,0.9545454545454546,1.2277900983694006,0.31110658763498755,0,0,none,0.368676253428847,demand/capacity=1.13,25,5,10,4,6,2,5,1,886477.5927033493
661,455,805,0.5652173913043478,0.9333333333333333,1.2277900983694006,0.31110658763498755,0,0,none,0.368676253428847,demand/capacity=1.13,21,8,1,4,1,2,5,1,888104.1055563374
662,312,805,0.3875776397515528,0.8666666666666667,1.2277900983694006,0.31110658763498755,0,0,none,0.368676253428847,demand/capacity=1.13,18,9,8,1,4,1,5,1,889518.7930856553
663,249,805,0.3093167701863354,0.825,1.2277900983694006,0.31110658763498755,0,0,none,0.368676253428847,demand/capacity=1.13,18,5,10,1,7,1,5,1,890808.5233957219
664,287,805,0.3565217391304348,0.825,1.2277900983694006,0.31110658763498755,0,0,none,0.368676253428847,demand/capacity=1.13,22,3,5,1,3,1,5,1,892146.4658270007
665,345,805,0.42857142857142855,0.825,1.2277900983694006,0.31110658763498755,0,0,none,0.368676253428847,demand/capacity=1.13,23,1,6,0,3,0,5,1,893573.454310911
666,228,805,0.28322981366459626,0.52,1.2277900983694006,0.31110658763498755,0,0,none,0.368676253428847,demand/capacity=1.13,18,1,6,1,4,1,5,1,894830.1914579229
667,320,805,0.39751552795031053,0.7181818181818181,1.2277900983694006,0.31110658763498755,0,0,none,0.368676253428847,demand/capacity=1.13,21,1,8,0,6,0,5,1,896229.19375645
668,344,805,0.42732919254658386,0.7181818181818181,1.2277900983694006,0.31110658763498755,0,0,none,0.368676253428847,demand/capacity=1.13,23,1,6,1,5,1,5,1,897688.5727319636
669,384,805,0.47701863354037266,0.7181818181818181,1.2277900983694006,0.31110658763498755,0,0,none,0.368676253428847,demand/capacity=1.13,22,4,9,3,4,2,5,1,899200.1606858054
670,352,805,0.4372670807453416,0.7636363636363637,1.018828196120741,0.22086195545266016,0,0,none,0.36156571941455384,demand/capacity=1.13,19,5,4,2,2,2,5,1,900649.1354489163
671,426,805,0.529192546583851,0.8105263157894737,1.018828196120741,0.22086195545266016,0,0,none,0.36156571941455384,demand/capacity=1.13,22,10,10,5,6,2,5,1,902223.7598508302
672,363,805,0.4509316770186335,0.8105263157894737,1.018828196120741,0.22086195545266016,0,0,none,0.36156571941455384,demand/capacity=1.13,19,10,4,3,2,2,5,1,903707.634252744
673,408,805,0.506832298136646,0.8105263157894737,1.018828196120741,0.22086195545266016,0,0,none,0.36156571941455384,demand/capacity=1.13,24,6,11,0,5,0,5,1,905264.6336546579
674,267,805,0.3316770186335404,0.6636363636363637,1.018828196120741,0.22086195545266016,0,0,none,0.36156571941455384,demand/capacity=1.13,23,4,7,2,4,2,5,1,906580.761152547
675,283,805,0.3515527950310559,0.7083333333333334,1.018828196120741,0.22086195545266016,0,0,none,0.36156571941455384,demand/capacity=1.13,19,2,2,0,2,0,5,1,907903.9719837694
676,163,805,0.20248447204968945,0.55,1.018828196120741,0.22086195545266016,0,0,none,0.36156571941455384,demand/capacity=1.13,13,2,4,1,4,1,5,1,909049.4790669855
677,356,805,0.4422360248447205,0.8210526315789474,1.018828196120741,0.22086195545266016,0,0,none,0.36156571941455384,demand/capacity=1.13,15,4,8,3,6,2,5,1,910491.3539848953
678,380,805,0.4720496894409938,0.8105263157894737,1.018828196120741,0.22086195545266016,0,0,none,0.36156571941455384,demand/capacity=1.13,18,6,6,3,3,2,5,1,911998.8852495543
679,382,805,0.4745341614906832,0.6947368421052632,1.018828196120741,0.22086195545266016,0,0,none,0.36156571941455384,demand/capacity=1.13,19,6,4,2,3,2,5,1,913522.0480931606
680,223,805,0.27701863354037265,0.6454545454545455,0.889648984036857,0.21780489942169473,0,0,none,0.0,low pressure,16,5,8,0,5,0,5,1,914784.3043554742
681,364,805,0.45217391304347826,0.9083333333333333,0.889648984036857,0.21780489942169473,0,0,none,0.0,low pressure,17,1,5,0,4,0,5,1,916220.1856177878
