t,active_cpu_fog,fog_capacity,pressure,worst_fog_pressure,predicted_pressure,prediction_uncertainty,lstm_fallback_used,dqn_fallback_used_tasks,scale_decision,offload_ratio,offload_reason,tasks_on_fog,tasks_on_cloud,tasks_placed_fog,tasks_placed_cloud,fog_nodes_used_tick,cloud_nodes_used_tick,scale_up_total,scale_down_total,energy_joules_cumul
682,482,805,0.5987577639751552,0.9083333333333333,0.889648984036857,0.21780489942169473,0,0,none,0.0,low pressure,20,4,6,4,5,2,5,1,917901.9761938268
683,474,805,0.5888198757763975,0.8631578947368421,0.889648984036857,0.21780489942169473,0,0,none,0.0,low pressure,18,6,5,2,3,2,5,1,919578.4538887325
684,532,805,0.6608695652173913,0.9583333333333334,0.889648984036857,0.21780489942169473,0,0,none,0.0,low pressure,19,6,11,1,5,1,5,1,921343.7722699126
685,538,805,0.6683229813664596,0.9583333333333334,0.889648984036857,0.21780489942169473,0,0,none,0.0,low pressure,21,5,5,3,3,2,5,1,923099.5832981517
686,505,805,0.6273291925465838,0.75,0.889648984036857,0.21780489942169473,0,0,none,0.0,low pressure,28,4,12,1,4,1,5,1,924827.1483136317
687,255,805,0.3167701863354037,0.7157894736842105,0.889648984036857,0.21780489942169473,0,0,none,0.0,low pressure,23,3,6,0,4,0,5,1,926146.158891547
688,330,805,0.40993788819875776,0.7555555555555555,0.889648984036857,0.21780489942169473,0,0,none,0.0,low pressure,25,1,9,1,6,1,5,1,927585.0777863776
689,367,805,0.45590062111801244,0.7555555555555555,0.889648984036857,0.21780489942169473,0,0,none,0.0,low pressure,27,3,9,2,3,2,5,1,929093.4051740313
690,345,805,0.42857142857142855,0.7555555555555555,1.0367103835977574,0.24245290314645535,0,0,none,0.2362997098888564,demand/capacity=1.07,26,4,8,1,4,1,5,1,930572.1155830753
691,334,805,0.41490683229813663,0.65,1.0367103835977574,0.24245290314645535,0,0,none,0.2362997098888564,demand/capacity=1.07,25,4,6,1,4,1,5,1,932010.811286237
692,322,805,0.4,0.9090909090909091,1.0367103835977574,0.24245290314645535,0,0,none,0.2362997098888564,demand/capacity=1.07,19,3,5,1,4,1,5,1,933413.7342621259
693,299,805,0.37142857142857144,0.9090909090909091,1.0367103835977574,0.24245290314645535,0,0,none,0.2362997098888564,demand/capacity=1.07,17,4,6,3,3,2,5,1,934781.6645909561
694,192,805,0.23850931677018633,0.26,1.0367103835977574,0.24245290314645535,0,0,none,0.2362997098888564,demand/capacity=1.07,19,4,9,0,6,0,5,1,936001.4011398818
695,146,805,0.1813664596273292,0.25833333333333336,1.0367103835977574,0.24245290314645535,0,0,none,0.2362997098888564,demand/capacity=1.07,17,1,3,1,2,1,5,1,937132.0126888076
696,252,805,0.3130434782608696,0.92,1.0367103835977574,0.24245290314645535,0,0,none,0.2362997098888564,demand/capacity=1.07,19,1,7,0,5,0,5,1,938419.2111361291
697,218,805,0.2708074534161491,0.91,1.0367103835977574,0.24245290314645535,0,0,none,0.2362997098888564,demand/capacity=1.07,16,1,5,1,3,1,5,1,939651.8832676611
698,300,805,0.37267080745341613,0.81,1.0367103835977574,0.24245290314645535,0,0,none,0.2362997098888564,demand/capacity=1.07,19,1,7,0,5,0,5,1,940998.9238202458
699,255,805,0.3167701863354037,0.9090909090909091,1.0367103835977574,0.24245290314645535,0,0,none,0.2362997098888564,demand/capacity=1.07,17,1,5,1,3,1,5,1,942276.9884370016
700,307,805,0.3813664596273292,0.9090909090909091,0.9319129738450637,0.2080788576146651,0,0,none,0.0,low pressure,19,2,7,1,5,1,5,1,943638.8534923539
701,204,805,0.253416149068323,0.675,0.9319129738450637,0.2080788576146651,0,0,none,0.0,low pressure,17,1,5,0,4,0,5,1,944835.6128271883
702,260,805,0.32298136645962733,0.93,0.9319129738450637,0.2080788576146651,0,0,none,0.0,low pressure,16,1,5,0,4,0,5,1,946116.8195304438
703,476,805,0.591304347826087,1.0,0.9319129738450637,0.2080788576146651,0,0,none,0.0,low pressure,20,1,9,1,7,1,5,1,947748.8969298246
704,621,805,0.7714285714285715,0.9333333333333333,0.9319129738450637,0.2080788576146651,0,0,none,0.0,low pressure,27,3,13,2,6,2,5,1,949663.2334412234
705,625,805,0.7763975155279503,0.9894736842105263,0.9319129738450637,0.2080788576146651,0,0,none,0.0,low pressure,28,5,6,3,3,2,5,1,951583.1752157802
706,412,805,0.5118012422360249,0.9083333333333333,0.9319129738450637,0.2080788576146651,0,0,none,0.0,low pressure,24,4,7,0,3,0,5,1,953147.0223871846
707,251,805,0.31180124223602484,0.69,0.9319129738450637,0.2080788576146651,0,0,none,0.0,low pressure,16,3,2,0,2,0,5,1,954437.0019115302
708,233,805,0.2894409937888199,0.5368421052631579,0.9319129738450637,0.2080788576146651,0,0,none,0.0,low pressure,14,0,6,0,6,0,5,1,955707.0522914907
709,400,805,0.4968944099378882,1.0,0.9319129738450637,0.2080788576146651,0,0,none,0.0,low pressure,14,0,6,0,5,0,5,1,957243.0913078149
710,537,805,0.6670807453416149,1.0,1.215896076858777,0.30055925051243243,0,0,up,0.3515053085675053,demand/capacity=1.13,21,0,9,0,5,0,5,1,959011.0715006097
711,411,805,0.5105590062111801,1.0,1.215896076858777,0.30055925051243243,0,0,up,0.3515053085675053,demand/capacity=1.13,17,2,1,2,1,2,5,1,960570.3636129092
712,326,805,0.4049689440993789,0.6833333333333333,1.215896076858777,0.30055925051243243,0,0,up,0.3515053085675053,demand/capacity=1.13,18,3,9,1,5,1,5,1,961979.9410122901
713,355,805,0.4409937888198758,0.7363636363636363,1.215896076858777,0.30055925051243243,0,0,up,0.3515053085675053,demand/capacity=1.13,18,4,9,1,5,1,5,1,963437.0023688901
714,350,805,0.43478260869565216,0.7363636363636363,1.215896076858777,0.30055925051243243,0,0,up,0.3515053085675053,demand/capacity=1.13,19,1,4,0,2,0,5,1,964881.7501289989
715,343,805,0.4260869565217391,0.7363636363636363,1.215896076858777,0.30055925051243243,0,0,up,0.3515053085675053,demand/capacity=1.13,19,1,6,0,5,0,5,1,966318.3421873533
716,393,805,0.48819875776397514,1.0,1.215896076858777,0.30055925051243243,0,0,up,0.3515053085675053,demand/capacity=1.13,16,1,6,1,3,1,5,1,967837.783176189
717,380,805,0.4720496894409938,1.0,1.215896076858777,0.30055925051243243,0,0,up,0.3515053085675053,demand/capacity=1.13,14,2,3,1,2,1,5,1,969319.4390773055
718,394,805,0.4894409937888199,1.0,1.215896076858777,0.30055925051243243,0,0,up,0.3515053085675053,demand/capacity=1.13,17,5,8,3,4,2,5,1,970834.3120836851
719,430,805,0.5341614906832298,0.968421052631579,1.215896076858777,0.30055925051243243,0,0,up,0.3515053085675053,demand/capacity=1.13,21,7,8,3,6,2,5,1,972407.1732807955
720,443,805,0.5503105590062112,0.968421052631579,1.1383259110561303,0.22159910932673563,0,0,none,0.4131917142853778,demand/capacity=1.16,22,13,6,9,4,2,5,1,974016.4061356599
721,339,805,0.42111801242236024,0.82,1.1383259110561303,0.22159910932673563,0,0,none,0.4131917142853778,demand/capacity=1.16,18,13,7,2,4,2,5,1,975452.6116779246
722,359,805,0.44596273291925465,0.82,1.1383259110561303,0.22159910932673563,0,0,none,0.4131917142853778,demand/capacity=1.16,20,15,8,3,5,2,5,1,976912.3383877473
723,339,805,0.42111801242236024,0.82,1.1383259110561303,0.22159910932673563,0,0,none,0.4131917142853778,demand/capacity=1.16,16,14,1,10,1,2,5,1,978349.31509757
724,251,805,0.31180124223602484,0.43333333333333335,1.1383259110561303,0.22159910932673563,0,0,none,0.4131917142853778,demand/capacity=1.16,15,13,4,1,2,1,5,1,979643.8575968663
725,267,805,0.3316770186335404,0.75,1.1383259110561303,0.22159910932673563,0,0,none,0.4131917142853778,demand/capacity=1.16,11,9,6,0,4,0,5,1,980941.5867459422
726,326,805,0.4049689440993789,0.75,1.1383259110561303,0.22159910932673563,0,0,none,0.4131917142853778,demand/capacity=1.16,15,2,5,0,4,0,5,1,982350.6448423866
727,298,805,0.3701863354037267,0.75,1.1383259110561303,0.22159910932673563,0,0,none,0.4131917142853778,demand/capacity=1.16,14,0,4,0,2,0,5,1,983717.4310090063
728,166,805,0.2062111801242236,0.4105263157894737,1.1383259110561303,0.22159910932673563,0,0,none,0.4131917142853778,demand/capacity=1.16,16,0,6,0,3,0,5,1,984905.0594216154
729,131,805,0.16273291925465838,0.42105263157894735,1.1383259110561303,0.22159910932673563,0,0,none,0.4131917142853778,demand/capacity=1.16,15,1,5,1,3,1,5,1,986020.1114785626
730,313,805,0.38881987577639754,0.7454545454545455,0.9300153887974927,0.2167887263348186,0,0,none,0.0,low pressure,21,2,9,1,6,1,5,1,987404.408633549
731,370,805,0.45962732919254656,0.6,0.9300153887974927,0.2167887263348186,0,0,none,0.0,low pressure,21,2,6,1,5,1,5,1,988902.3263322074
732,427,805,0.5304347826086957,0.6352941176470588,0.9300153887974927,0.2167887263348186,0,0,none,0.0,low pressure,24,3,8,2,6,2,5,1,990497.3550989773
733,436,805,0.5416149068322982,0.7090909090909091,0.9300153887974927,0.2167887263348186,0,0,none,0.0,low pressure,23,3,10,1,5,1,5,1,992093.5901233698
734,482,805,0.5987577639751552,0.82,0.9300153887974927,0.2167887263348186,0,0,none,0.0,low pressure,24,3,10,1,5,1,5,1,993773.3046369264
735,537,805,0.6670807453416149,0.88,0.9300153887974927,0.2167887263348186,0,0,none,0.0,low pressure,25,3,5,2,5,2,5,1,995564.845904869
736,344,805,0.42732919254658386,0.88,0.9300153887974927,0.2167887263348186,0,0,none,0.0,low pressure,18,4,5,1,2,1,5,1,997043.7731142695
737,344,805,0.42732919254658386,0.88,0.9300153887974927,0.2167887263348186,0,0,none,0.0,low pressure,18,3,8,1,6,1,5,1,998510.0884815648
738,363,805,0.4509316770186335,0.7909090909090909,0.9300153887974927,0.2167887263348186,0,0,none,0.0,low pressure,21,2,8,1,5,1,5,1,999993.0414086686
739,367,805,0.45590062111801244,0.875,0.9300153887974927,0.2167887263348186,0,0,none,0.0,low pressure,22,2,6,1,3,1,5,1,1001478.2820151983
740,385,805,0.4782608695652174,0.875,1.0728009649959338,0.22655322658672208,0,0,none,0.30383716442200503,demand/capacity=1.10,20,3,5,1,2,1,5,1,1002984.4203490007
741,217,805,0.26956521739130435,0.76,1.0728009649959338,0.22655322658672208,0,0,none,0.30383716442200503,demand/capacity=1.10,20,2,10,0,7,0,5,1,1004230.9367201425
742,236,805,0.29316770186335406,0.51,1.0728009649959338,0.22655322658672208,0,0,none,0.30383716442200503,demand/capacity=1.10,19,4,3,3,3,2,5,1,1005495.0900530068
743,252,805,0.3130434782608696,0.43636363636363634,1.0728009649959338,0.22655322658672208,0,0,none,0.30383716442200503,demand/capacity=1.10,21,5,8,2,5,2,5,1,1006799.9664250867
744,354,805,0.43975155279503103,0.9,1.0728009649959338,0.22655322658672208,0,0,none,0.30383716442200503,demand/capacity=1.10,20,6,8,1,6,1,5,1,1008262.8003330518
745,380,805,0.4720496894409938,0.788235294117647,1.0728009649959338,0.22655322658672208,0,0,none,0.30383716442200503,demand/capacity=1.10,18,3,3,2,3,2,5,1,1009780.8205155267
746,386,805,0.4795031055900621,0.788235294117647,1.0728009649959338,0.22655322658672208,0,0,none,0.30383716442200503,demand/capacity=1.10,15,4,5,1,3,1,5,1,1011295.6170137911
747,382,805,0.4745341614906832,0.7764705882352941,1.0728009649959338,0.22655322658672208,0,0,none,0.30383716442200503,demand/capacity=1.10,18,4,9,2,5,2,5,1,1012811.3429848015
748,315,805,0.391304347826087,0.66,1.0728009649959338,0.22655322658672208,0,0,none,0.30383716442200503,demand/capacity=1.10,17,3,3,0,2,0,5,1,1014207.7222065859
749,309,805,0.3838509316770186,0.6416666666666667,1.0728009649959338,0.22655322658672208,0,0,none,0.30383716442200503,demand/capacity=1.10,21,2,10,1,7,1,5,1,1015594.9993080964
750,226,805,0.28074534161490683,0.39090909090909093,0.8957314667308706,0.2078279922989248,0,0,none,0.0,low pressure,18,1,4,0,2,0,5,1,1016866.0329885542
751,314,805,0.39006211180124223,0.5583333333333333,0.8957314667308706,0.2078279922989248,0,0,none,0.0,low pressure,25,3,12,2,7,2,5,1,1018267.3474645838
752,399,805,0.4956521739130435,0.7263157894736842,0.8957314667308706,0.2078279922989248,0,0,none,0.0,low pressure,24,5,8,3,6,2,5,1,1019824.7291021671
753,392,805,0.48695652173913045,0.7263157894736842,0.8957314667308706,0.2078279922989248,0,0,none,0.0,low pressure,26,6,6,2,4,2,5,1,1021387.9075311942
754,333,805,0.41366459627329194,0.68,0.8957314667308706,0.2078279922989248,0,0,none,0.0,low pressure,22,3,7,0,3,0,5,1,1022845.1573318321
755,316,805,0.39254658385093166,0.82,0.8957314667308706,0.2078279922989248,0,0,none,0.0,low pressure,23,2,10,1,5,1,5,1,1024231.3293460923
756,404,805,0.5018633540372671,0.82,0.8957314667308706,0.2078279922989248,0,0,none,0.0,low pressure,25,2,9,1,6,1,5,1,1025787.1758021389
757,529,805,0.6571428571428571,0.9090909090909091,0.8957314667308706,0.2078279922989248,0,0,none,0.0,low pressure,27,1,8,0,6,0,5,1,1027537.513251712
758,472,805,0.5863354037267081,0.9090909090909091,0.8957314667308706,0.2078279922989248,0,0,none,0.0,low pressure,30,2,12,1,6,1,5,1,1029212.4603504079
759,388,805,0.48198757763975153,0.6625,0.8957314667308706,0.2078279922989248,0,0,none,0.0,low pressure,28,2,8,1,4,1,5,1,1030745.0985552113
760,312,805,0.3875776397515528,0.51,1.015575234720367,0.22433592547935732,0,0,none,0.0,low pressure,26,1,8,0,4,0,5,1,1032157.518493761
761,405,805,0.5031055900621118,0.975,1.015575234720367,0.22433592547935732,0,0,none,0.0,low pressure,24,1,8,0,4,0,5,1,1033688.5395088656
762,411,805,0.5105590062111801,0.975,1.015575234720367,0.22433592547935732,0,0,none,0.0,low pressure,20,2,5,2,3,2,5,1,1035215.9031452292
763,319,805,0.39627329192546584,0.675,1.015575234720367,0.22433592547935732,0,0,none,0.0,low pressure,16,5,2,3,2,2,5,1,1036619.5885519278
764,419,805,0.5204968944099378,0.9583333333333334,1.015575234720367,0.22433592547935732,0,0,none,0.0,low pressure,15,5,9,0,5,0,5,1,1038151.7930973824
765,436,805,0.5416149068322982,0.9583333333333334,1.015575234720367,0.22433592547935732,0,0,none,0.0,low pressure,15,1,4,1,3,1,5,1,1039707.0956820527
766,454,805,0.5639751552795031,0.8555555555555555,1.015575234720367,0.22433592547935732,0,0,none,0.0,low pressure,18,1,5,0,4,0,5,1,1041308.2813936579
767,292,805,0.3627329192546584,0.8555555555555555,1.015575234720367,0.22433592547935732,0,0,none,0.0,low pressure,17,1,7,0,5,0,5,1,1042678.9066985645
768,277,805,0.3440993788819876,0.9,1.015575234720367,0.22433592547935732,0,0,none,0.0,low pressure,14,1,2,1,2,1,5,1,1043996.6428956749
769,316,805,0.39254658385093166,0.9052631578947369,1.015575234720367,0.22433592547935732,0,0,none,0.0,low pressure,15,3,8,2,6,2,5,1,1045360.7166830846
770,366,805,0.4546583850931677,0.8526315789473684,1.0369759339791864,0.22220931002177072,0,0,none,0.2560623170570282,demand/capacity=1.08,19,3,8,0,6,0,5,1,1046842.0169457734
771,328,805,0.4074534161490683,0.8526315789473684,1.0369759339791864,0.22220931002177072,0,0,none,0.2560623170570282,demand/capacity=1.08,19,2,4,1,2,1,5,1,1048267.8682334176
772,277,805,0.3440993788819876,0.6947368421052632,1.0369759339791864,0.22220931002177072,0,0,none,0.2560623170570282,demand/capacity=1.08,15,3,3,2,3,2,5,1,1049610.2019772022
773,215,805,0.2670807453416149,0.6947368421052632,1.0369759339791864,0.22220931002177072,0,0,none,0.2560623170570282,demand/capacity=1.08,10,3,4,1,4,1,5,1,1050862.7781452292
774,284,805,0.3527950310559006,0.7363636363636363,1.0369759339791864,0.22220931002177072,0,0,none,0.2560623170570282,demand/capacity=1.08,11,1,5,0,4,0,5,1,1052203.1049817053
775,365,805,0.453416149068323,1.0,1.0369759339791864,0.22220931002177072,0,0,none,0.2560623170570282,demand/capacity=1.08,10,1,2,1,2,1,5,1,1053657.8265550237
776,423,805,0.5254658385093167,1.0,1.0369759339791864,0.22220931002177072,0,0,none,0.2560623170570282,demand/capacity=1.08,10,1,5,0,4,0,5,1,1055179.173128342
777,483,805,0.6,0.9529411764705882,1.0369759339791864,0.22220931002177072,0,0,none,0.2560623170570282,demand/capacity=1.08,14,1,7,1,6,1,5,1,1056843.5794164555
778,470,805,0.5838509316770186,0.9529411764705882,1.0369759339791864,0.22220931002177072,0,0,none,0.2560623170570282,demand/capacity=1.08,16,1,4,0,3,0,5,1,1058486.077809832
779,393,805,0.48819875776397514,0.9529411764705882,1.0369759339791864,0.22220931002177072,0,0,none,0.2560623170570282,demand/capacity=1.08,17,0,8,0,4,0,5,1,1060022.2428698752
780,375,805,0.4658385093167702,0.8272727272727273,1.0688483174885306,0.23919124055831537,0,0,none,0.31126870667661555,demand/capacity=1.11,20,1,10,1,6,1,5,1,1061528.4887067266
781,427,805,0.5304347826086957,0.8181818181818182,1.0688483174885306,0.23919124055831537,0,0,none,0.31126870667661555,demand/capacity=1.11,23,4,6,3,4,2,5,1,1063126.1209072145
782,425,805,0.5279503105590062,0.8181818181818182,1.0688483174885306,0.23919124055831537,0,0,none,0.31126870667661555,demand/capacity=1.11,23,5,6,2,3,2,5,1,1064711.7531077024
783,344,805,0.42732919254658386,0.9882352941176471,1.0688483174885306,0.23919124055831537,0,0,none,0.31126870667661555,demand/capacity=1.11,21,2,8,0,6,0,5,1,1066167.1060254246
784,330,805,0.40993788819875776,0.9882352941176471,1.0688483174885306,0.23919124055831537,0,0,none,0.31126870667661555,demand/capacity=1.11,18,3,6,1,2,1,5,1,1067599.54227648
785,413,805,0.5130434782608696,0.9882352941176471,1.0688483174885306,0.23919124055831537,0,0,none,0.31126870667661555,demand/capacity=1.11,22,4,9,3,5,2,5,1,1069145.480720518
786,398,805,0.49440993788819876,0.9454545454545454,1.0688483174885306,0.23919124055831537,0,0,none,0.31126870667661555,demand/capacity=1.11,22,6,7,2,3,2,5,1,1070637.098308941
787,328,805,0.4074534161490683,0.9454545454545454,1.0688483174885306,0.23919124055831537,0,0,none,0.31126870667661555,demand/capacity=1.11,22,7,6,3,4,2,5,1,1072046.6325640306
788,422,805,0.5242236024844721,0.9583333333333334,1.0688483174885306,0.23919124055831537,0,0,none,0.31126870667661555,demand/capacity=1.11,22,4,8,0,4,0,5,1,1073568.3422577167
789,428,805,0.5316770186335403,0.93,1.0688483174885306,0.23919124055831537,0,0,none,0.31126870667661555,demand/capacity=1.11,22,4,9,1,6,1,5,1,1075146.3386457455
790,381,805,0.47329192546583854,0.75,1.0760176773508168,0.21412212128209804,0,0,none,0.34999089900339486,demand/capacity=1.12,22,2,5,1,4,1,5,1,1076653.8350337744
791,286,805,0.3552795031055901,0.6,1.0760176773508168,0.21412212128209804,0,0,none,0.34999089900339486,demand/capacity=1.12,20,1,6,0,4,0,5,1,1078010.2700182945
792,209,805,0.2596273291925466,0.46,1.0760176773508168,0.21412212128209804,0,0,none,0.34999089900339486,demand/capacity=1.12,16,2,5,1,5,1,5,1,1079239.8200347126
793,440,805,0.546583850931677,0.9636363636363636,1.0760176773508168,0.21412212128209804,0,0,none,0.34999089900339486,demand/capacity=1.12,18,4,9,3,7,2,5,1,1080823.00648513
794,425,805,0.5279503105590062,0.7764705882352941,1.0760176773508168,0.21412212128209804,0,0,none,0.34999089900339486,demand/capacity=1.12,15,5,1,1,1,1,5,1,1082392.837320574
795,404,805,0.5018633540372671,0.7764705882352941,1.0760176773508168,0.21412212128209804,0,0,none,0.34999089900339486,demand/capacity=1.12,12,10,2,7,1,2,5,1,1083925.9664016324
796,185,805,0.22981366459627328,0.8333333333333334,1.0760176773508168,0.21412212128209804,0,0,none,0.34999089900339486,demand/capacity=1.12,13,8,10,0,8,0,5,1,1085099.3643634487
797,412,805,0.5118012422360249,0.9181818181818182,1.0760176773508168,0.21412212128209804,0,0,none,0.34999089900339486,demand/capacity=1.12,21,11,9,4,7,2,5,1,1086622.333380242
798,356,805,0.4422360248447205,0.9181818181818182,1.0760176773508168,0.21412212128209804,0,0,none,0.34999089900339486,demand/capacity=1.12,23,4,5,0,3,0,5,1,1088077.0523970355
799,300,805,0.37267080745341613,0.8181818181818182,1.0760176773508168,0.21412212128209804,0,0,none,0.34999089900339486,demand/capacity=1.12,19,4,5,1,2,1,5,1,1089446.0592105265
800,124,805,0.15403726708074533,0.30666666666666664,0.7908150488169174,0.22075122617819187,0,0,none,0.0,low pressure,14,1,4,0,4,0,5,1,1090552.5740454078
801,177,805,0.21987577639751552,0.45454545454545453,0.7908150488169174,0.22075122617819187,0,0,none,0.0,low pressure,16,0,6,0,4,0,5,1,1091728.895698471
802,156,805,0.1937888198757764,0.45454545454545453,0.7908150488169174,0.22075122617819187,0,0,none,0.0,low pressure,14,0,3,0,3,0,5,1,1092865.9015620605
803,201,805,0.2496894409937888,0.4888888888888889,0.7908150488169174,0.22075122617819187,0,0,none,0.0,low pressure,13,1,5,1,4,1,5,1,1094074.455413266
804,169,805,0.20993788819875778,0.4888888888888889,0.7908150488169174,0.22075122617819187,0,0,none,0.0,low pressure,15,2,4,1,2,1,5,1,1095241.1910826534
805,332,805,0.4124223602484472,0.9333333333333333,0.7908150488169174,0.22075122617819187,0,0,none,0.0,low pressure,19,1,12,0,7,0,5,1,1096655.788594146
806,475,805,0.5900621118012422,0.9454545454545454,0.7908150488169174,0.22075122617819187,0,0,none,0.0,low pressure,27,2,11,2,6,2,5,1,1098277.8406510933
807,461,805,0.5726708074534161,0.9333333333333333,0.7908150488169174,0.22075122617819187,0,0,none,0.0,low pressure,28,4,7,2,4,2,5,1,1099903.7937775592
808,444,805,0.5515527950310559,0.925,0.7908150488169174,0.22075122617819187,0,0,none,0.0,low pressure,25,3,6,0,2,0,5,1,1101480.6679566568
809,434,805,0.5391304347826087,0.925,0.7908150488169174,0.22075122617819187,0,0,none,0.0,low pressure,22,1,8,1,5,1,5,1,1103051.1836241677
810,414,805,0.5142857142857142,0.88,1.0983048846152121,0.271621270604662,0,0,none,0.1695559072358499,demand/capacity=1.03,18,4,3,3,3,2,5,1,1104609.782625012
811,390,805,0.484472049689441,0.88,1.0983048846152121,0.271621270604662,0,0,none,0.1695559072358499,demand/capacity=1.03,15,4,3,0,2,0,5,1,1106129.9392883952
812,414,805,0.5142857142857142,0.91,1.0983048846152121,0.271621270604662,0,0,none,0.1695559072358499,demand/capacity=1.03,15,2,9,0,5,0,5,1,1107671.6881977676
813,513,805,0.6372670807453417,1.0,1.0983048846152121,0.271621270604662,0,0,none,0.1695559072358499,demand/capacity=1.03,21,3,9,3,5,2,5,1,1109374.7214208655
814,471,805,0.5850931677018634,1.0,1.0983048846152121,0.271621270604662,0,0,none,0.1695559072358499,demand/capacity=1.03,23,3,5,0,2,0,5,1,1111006.8555211565
815,246,805,0.30559006211180123,0.6090909090909091,1.0983048846152121,0.271621270604662,0,0,none,0.1695559072358499,demand/capacity=1.03,20,1,5,0,3,0,5,1,1112315.7360563849
816,269,805,0.3341614906832298,0.7916666666666666,1.0983048846152121,0.271621270604662,0,0,none,0.1695559072358499,demand/capacity=1.03,19,1,8,1,6,1,5,1,1113614.7947509154
817,426,805,0.529192546583851,0.7916666666666666,1.0983048846152121,0.271621270604662,0,0,none,0.1695559072358499,demand/capacity=1.03,22,2,9,1,5,1,5,1,1115198.1297612353
818,467,805,0.5801242236024845,0.9545454545454546,1.0983048846152121,0.271621270604662,0,0,none,0.1695559072358499,demand/capacity=1.03,29,1,10,0,4,0,5,1,1116853.0215897372
819,506,805,0.6285714285714286,0.9583333333333334,1.0983048846152121,0.271621270604662,0,0,none,0.1695559072358499,demand/capacity=1.03,27,0,9,0,4,0,5,1,1118547.4396050293
820,544,805,0.675776397515528,0.9583333333333334,1.2557233293208623,0.26963361499892924,0,0,up,0.3474369988370509,demand/capacity=1.12,30,2,11,2,5,2,5,1,1120315.2252673805
821,381,805,0.47329192546583854,0.75,1.2557233293208623,0.26963361499892924,0,0,up,0.3474369988370509,demand/capacity=1.12,23,4,2,2,1,2,5,1,1121835.6927479133
822,141,805,0.17515527950310558,0.42,1.2557233293208623,0.26963361499892924,0,0,up,0.3474369988370509,demand/capacity=1.12,12,4,3,0,3,0,5,1,1122983.9855638435
823,201,805,0.2496894409937888,0.7666666666666667,1.2557233293208623,0.26963361499892924,0,0,up,0.3474369988370509,demand/capacity=1.12,10,1,5,0,5,0,5,1,1124181.607327142
824,397,805,0.493167701863354,0.9363636363636364,1.2557233293208623,0.26963361499892924,0,0,up,0.3474369988370509,demand/capacity=1.12,16,0,8,0,5,0,5,1,1125679.116052163
825,357,805,0.4434782608695652,0.9363636363636364,1.2557233293208623,0.26963361499892924,0,0,up,0.3474369988370509,demand/capacity=1.12,15,1,3,1,2,1,5,1,1127107.5831105176
826,360,805,0.4472049689440994,0.9363636363636364,1.2557233293208623,0.26963361499892924,0,0,up,0.3474369988370509,demand/capacity=1.12,16,2,5,1,3,1,5,1,1128556.2258654665
827,340,805,0.422360248447205,0.6888888888888889,1.2557233293208623,0.26963361499892924,0,0,up,0.3474369988370509,demand/capacity=1.12,19,2,11,0,6,0,5,1,1130008.9308213724
828,342,805,0.4248447204968944,0.5666666666666667,1.2557233293208623,0.26963361499892924,0,0,up,0.3474369988370509,demand/capacity=1.12,18,1,2,0,2,0,5,1,1131465.0671498273
829,308,805,0.3826086956521739,0.7083333333333334,1.2557233293208623,0.26963361499892924,0,0,up,0.3474369988370509,demand/capacity=1.12,17,0,3,0,2,0,5,1,1132848.727988086
830,165,805,0.20496894409937888,0.7,0.8282857611755641,0.21479147224842565,0,0,none,0.0,low pressure,13,1,5,1,5,1,5,1,1133984.0879890241
831,271,805,0.33664596273291925,0.7,0.8282857611755641,0.21479147224842565,0,0,none,0.0,low pressure,17,1,8,0,6,0,5,1,1135288.590592458
832,250,805,0.3105590062111801,0.45263157894736844,0.8282857611755641,0.21479147224842565,0,0,none,0.0,low pressure,19,0,7,0,4,0,5,1,1136598.892637678
833,413,805,0.5130434782608696,0.99,0.8282857611755641,0.21479147224842565,0,0,none,0.0,low pressure,24,2,9,2,7,2,5,1,1138157.6862627836
834,348,805,0.4322981366459627,0.81,0.8282857611755641,0.21479147224842565,0,0,none,0.0,low pressure,19,3,4,1,2,1,5,1,1139607.6973801493
835,197,805,0.24472049689440994,0.81,0.8282857611755641,0.21479147224842565,0,0,none,0.0,low pressure,15,2,4,0,3,0,5,1,1140825.3719743888
836,290,805,0.36024844720496896,0.9052631578947369,0.8282857611755641,0.21479147224842565,0,0,none,0.0,low pressure,13,0,4,0,4,0,5,1,1142149.8432662548
837,262,805,0.32546583850931676,0.9052631578947369,0.8282857611755641,0.21479147224842565,0,0,none,0.0,low pressure,14,1,6,1,4,1,5,1,1143434.6989164096
838,347,805,0.43105590062111804,0.9181818181818182,0.8282857611755641,0.21479147224842565,0,0,none,0.0,low pressure,15,2,6,1,6,1,5,1,1144867.151808332
839,428,805,0.5316770186335403,1.0,0.8282857611755641,0.21479147224842565,0,0,none,0.0,low pressure,20,2,8,1,5,1,5,1,1146424.0915423594
840,462,805,0.5739130434782609,1.0,1.1219356490474142,0.24593436978562006,0,0,up,0.21059031387321436,demand/capacity=1.06,22,1,6,0,5,0,5,1,1148042.555270195
841,368,805,0.45714285714285713,0.7333333333333333,1.1219356490474142,0.24593436978562006,0,0,up,0.21059031387321436,demand/capacity=1.06,18,3,4,3,3,2,5,1,1149528.807768084
842,180,805,0.2236024844720497,0.4636363636363636,1.1219356490474142,0.24593436978562006,0,0,up,0.21059031387321436,demand/capacity=1.06,14,4,6,1,4,1,5,1,1150713.9703536925
